REG_NUMBER	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	COORDINATE_X	COORDINATE_Y	PRECISION
B03859048	AV	MADRID	19	EDIFICIO TORRE ITALIA 1	03503	BENIDORM	ALICANTE	-0.11238	38.534803	1
B03861648	CL	MAESTRO GINER	6		03201	ELCHE/ELX	ALICANTE	-0.70629	38.267881	1
B03862059	CL	PIZARRO	9	BAJO	03570	VILLAJOYOSA/LA VILA JOIOSA	ALICANTE	-0.232054	38.507118	1
B03862174	CL	GOYA	3		03669	LA ROMANA	ALICANTE	-0.89579	38.368816	1
B03863628	CL	ESCULTOR	48	BAJO	03640	MONOVAR/MONOVER	ALICANTE	-0.844396	38.438274	1
B03870151	CL	ATUN	26		03540	ALICANTE/ALACANT	ALICANTE	-0.409394	38.356537	1
B03872199	CL	ALEMANIA	17	1 C	03003	ALICANTE/ALACANT	ALICANTE	-0.489075	38.341847	1
B03880010	PG	I C ALTO BENELUX	2	PARCELA	03600	ELDA	ALICANTE	-0.82077157	38.47489286	6
B03886413	CL	LA MAR	7	1 0201	03700	DENIA	ALICANTE	0.107315	38.841261	1
B03890530	CL	LA MAR	7	2	03700	DENIA	ALICANTE	0.107315	38.841261	1
B03892593	CL	VERGE DEL PILAR	2	6 D	03330	CREVILLENT	ALICANTE	-0.809162	38.246428	1
B03894250	CL	PAQUITO VERA	10	ENC	03600	ELDA	ALICANTE	-0.797042	38.476419	1
B03895190	AV	PRINCIPE DE ESPAÑA	3		03160	ALMORADI	ALICANTE	-0.7881	38.117122	1
B03895406	CL	CAYETANO MARTINEZ	18		03202	ELCHE/ELX	ALICANTE	-0.684197	38.270402	1
B03895893	CL	ALMERIA	14		03610	PETRER	ALICANTE	-0.787914	38.485536	1
B03896115	CL	CARRETERA EL MOJON		KM 2,550	03312	ARNEVA	ALICANTE	-0.94897948	38.04746976	5
B03899390	CL	ANTONIO MACHADO	30		03390	BENEJUZAR	ALICANTE	-0.83965	38.075892	1
B03902400	CL	SANT VICENT	12		03770	EL VERGER	ALICANTE	0.011554	38.846952	1
B03905684	AV	OSCAR ESPLA	4	2 5	03003	ALICANTE/ALACANT	ALICANTE	-0.493266	38.339107	1
B03907102	CL	LOS QUINTOS	16		03350	COX	ALICANTE	-0.88404	38.143455	1
B03907227	AV	MARQUES LACY MURADA	2		03300	ORIHUELA	ALICANTE	-0.94229262	38.08696221	6
B03910684	CL	SAN GREGORIO	3	3 A	03300	ORIHUELA	ALICANTE	-0.945016	38.08328	1
B03912060	CL	GARBINET	84		03012	ALICANTE/ALACANT	ALICANTE	-0.48073	38.359148	1
B03912128	CL	FRANCISCO PALLAS	41		03380	BIGASTRO	ALICANTE	-0.892647	38.060824	3
B03912250	CL	NA SAURINA D'ENTENÇA	79		03803	ALCOY/ALCOI	ALICANTE	-0.477725	38.703611	1
B03918364	CL	FRANCISCO PEÑALVER	2		03370	REDOVAN	ALICANTE	-0.92110048	38.12195902	6
B03930450	CL	REVERENDO ALONSO ROMERO	8		03150	DOLORES	ALICANTE	-0.767521	38.140819	1
B03931854	CL	DAOIZ	3		03203	ELCHE/ELX	ALICANTE	-0.693066	38.266278	1
B03933470	AV	PAIS VALENCIA	48		03801	ALCOY/ALCOI	ALICANTE	-0.47711	38.696246	1
B03934965	PD	MADRIGUERES NAVE	1		03700	DENIA	ALICANTE	0.09298305	38.83241409	6
B03936739	CR	ALCUDIA	91	A	03820	ALCUDIA (COCENTAINA)	ALICANTE	-0.435089	38.758616	1
B03939220	CL	DOS DE MAYO	20	BAJO	03680	ASPE	ALICANTE	-0.769309	38.342995	1
B03940152	PG	ELX	20		03330	CREVILLENT	ALICANTE	-0.794915	38.249766	1
B03940707	CL	MAJOR	16		03780	PEGO	ALICANTE	-0.116851	38.841294	1
B03941952	CL	JUPITER PUEBLO LUCERO	2		03170	ROJALES	ALICANTE	-0.72790474	38.09486935	5
B03942513	PZ	ARXIDUC CARLES	10		03700	DENIA	ALICANTE	0.105469	38.837752	1
B03947306	CL	LA FERRERIA	20	EDIFICIO ALBENIZ	03580	L'ALFAS DEL PI	ALICANTE	-0.10068	38.576182	1
B03948346	CL	VICTOR DE LA SERNA	39		03006	ALICANTE/ALACANT	ALICANTE	-0.515982	38.349926	1
B03948445	CL	TOPE POLIG IND FINCA L			03600	ELDA	ALICANTE	-0.82077157	38.47489286	6
B03948528	CL	SANT BARTOMEU	33		03560	EL CAMPELLO	ALICANTE	-0.385848	38.436772	1
B03950706	CM	HUERTA	13		03540	ALICANTE/ALACANT	ALICANTE	-0.43197187	38.37836703	5
B03956752	CL	PRESBITERO CONRADO POVEDA	49		03610	PETRER	ALICANTE	-0.790102	38.486718	1
B03961562	CL	PINTOR LORENZO CASANOVA	12	1 B	03003	ALICANTE/ALACANT	ALICANTE	-0.48958	38.342137	1
B03961786	AV	MAISONNAVE	9	1 1	03003	ALICANTE/ALACANT	ALICANTE	-0.489696	38.343419	1
B03965472	CM	LA SIERRA			03370	REDOVAN	ALICANTE	-0.92314672	38.12319579	5
B03968153	PS	MORELLO	1	EDIFICIO HERNANDO I LOCAL	03710	CALP	ALICANTE	0.04429249	38.65273203	6
B03969417	UR	MARINA CL BILBAO			03177	SAN FULGENCIO	ALICANTE	-0.70730795	38.12146763	5
B03970209	CL	VIRGEN DESAMPARADOS	3	4 F	03600	ELDA	ALICANTE	-0.79922	38.474153	1
B03973005	CL	SANT BARTOMEU	128		03560	EL CAMPELLO	ALICANTE	-0.389168	38.429394	1
B03975885	CL	JOSE LUIS SERT	5		03203	TORRELLANO	ALICANTE	-0.66127217	38.27324328	6
B03977089	CL	FORMENTERA DEL SEGURA	1	BAJO 5	03160	ALMORADI	ALICANTE	-0.778474	38.101315	1
B03982113	CL	TRANSPORT		NAVE 7	03830	MURO DE ALCOY	ALICANTE	-0.44421152	38.77894177	5
B03983913	AV	CONSTITUCION	72		03400	VILLENA	ALICANTE	-0.865486	38.634993	1
B03984135	LG	TAPIADA			03509	FINESTRAT	ALICANTE	-0.20493855	38.57635635	5
B03986791	AV	PAIS VALENCIA	22	7	03720	BENISSA	ALICANTE	0.056841	38.716081	1
B03988565	CL	MARQUES DE CAMPO	1		03700	DENIA	ALICANTE	0.105926	38.838169	1
B03992336	CL	COSTA BLANCA	31		03160	ALMORADI	ALICANTE	-0.79733072	38.10787925	5
B04003406	CL	SAN PEDRO	6	01 OB	04001	ALMERIA	ALMERIA	-2.46380637	36.83849424	6
B04006102	CL	CARRETERA LA CURVA			04770	LA CURVA (ADRA)	ALMERIA	-2.981449	36.758493	3
B04029765	AV	CARLOS III	348		04720	AGUADULCE (ROQUETAS DE MAR)	ALMERIA	-2.568719	36.815156	1
B04031175	CR	PICOS	5	1 4	04004	ALMERIA	ALMERIA	-2.460015	36.837382	1
B04032546	CR	TURRE			04630	GARRUCHA	ALMERIA	-1.827325	37.175081	3
B04035697	CL	MARQUES DE COMILLAS	13		04004	ALMERIA	ALMERIA	-2.462117	36.836715	1
B04049532	CL	EIRE	12	4 W	04720	AGUADULCE (ROQUETAS DE MAR)	ALMERIA	-2.579221	36.803297	1
B04052643	AV	CABO DE GATA	114		04007	ALMERIA	ALMERIA	-2.452333	36.829603	1
B04058004	CR	VERA GARRUCHA		KM 2	04620	VERA	ALMERIA	-1.86188671	37.22658341	6
B04061263	PS	SAN LUIS	3	11 3	04002	ALMERIA	ALMERIA	-2.467299	36.836511	1
B04061792	AV	MARE NOSTRUM	27		04009	ALMERIA	ALMERIA	-2.431593	36.846994	3
B04066585	CL	BLASCO IBAÑEZ	17	6 1	04006	ALMERIA	ALMERIA	-2.448864	36.842559	1
B04071494	CL	GERONA	22		04002	ALMERIA	ALMERIA	-2.464876	36.83609	1
B04102653	CL	CHILE	1		04700	EL EJIDO	ALMERIA	-2.818933	36.770684	1
B04102968	CL	NEBRASKA	14	3 F	04720	AGUADULCE (ROQUETAS DE MAR)	ALMERIA	-2.578301	36.81888	1
B04104261	CL	GUSTAVO VILLAPALOS	5		04006	ALMERIA	ALMERIA	-2.446479	36.84207	1
B04109310	CL	VIRGEN DEL MAR	45		04630	GARRUCHA	ALMERIA	-1.819655	37.192237	1
B04114880	CL	ROMANCE	4		04638	VENTANICAS-EL CANTAL	ALMERIA	-1.839647	37.115592	1
B04115630	CL	GONDOLA	11		04740	URBANIZACION ROQUETAS DE MAR	ALMERIA	-2.625105	36.726453	3
B04120101	CR	ESTACION	10		04600	HUERCAL-OVERA	ALMERIA	-1.948721	37.395259	1
B04124152	LG	EL AIMUN	7		04715	PAMPANICO	ALMERIA	-2.82459052	36.77965779	5
B04125381	CL	MARMOLISTAS	13		04740	ROQUETAS DE MAR	ALMERIA	-2.605678	36.784838	1
B04126405	CL	GARCIA ALIX	9		04001	ALMERIA	ALMERIA	-2.462011	36.839121	1
B04128948	AV	NICOLAS SALMERON Y ALONSO			04400	ALHAMA DE ALMERIA	ALMERIA	-2.573698	36.958937	3
B04129409	AV	FEDERICO GARCIA LORCA	92	7 B	04005	ALMERIA	ALMERIA	-2.458399	36.840764	1
B04131173	AV	BLAS INFANTE	7		04006	ALMERIA	ALMERIA	-2.453282	36.84111	1
B04135349	CM	PORTILLO PALOMARES	7		04619	CUEVAS DEL ALMANZORA	ALMERIA	-1.7558467	37.33036132	6
B04137832	CL	SAN RAFAEL P I SAN RAFAEL	73		04230	HUERCAL DE ALMERIA	ALMERIA	-2.46558789	36.88721969	6
B04146460	CL	JOSE ARTES DE ARCOS	34	ENTRESUELO	04004	ALMERIA	ALMERIA	-2.458993	36.834411	1
B04160263	CL	CERVANTES	140		04700	EL EJIDO	ALMERIA	-2.812647	36.7751	1
B04162616	CL	ROMANILLA	5		04740	ROQUETAS DE MAR	ALMERIA	-2.613153	36.762711	1
B04166245	CL	RAMBLA OBISPO ORBERA	37		04001	ALMERIA	ALMERIA	-2.461336	36.840223	1
B04169249	CL	LIBANO	12		04009	ALMERIA	ALMERIA	-2.445265	36.849924	1
B04173068	LG	CANADILLAR	10		04640	PULPI (DIPUTACION DE PULPI)	ALMERIA	-1.72185082	37.40810898	5
B04173720	CL	GARCIA LORCA	15		04867	MACAEL	ALMERIA	-2.30428	37.333295	1
B04174421	AV	ESTACION	26	4 M	04005	ALMERIA	ALMERIA	-2.457865	36.836948	1
B04180782	CL	PASEO DEL HUERTO			04628	ANTAS	ALMERIA	-1.92738471	37.22261655	5
B04183125	CL	RAFAEL ALBERTI	1		04004	ALMERIA	ALMERIA	-2.460611	36.835608	1
B04192944	CL	ALPUJARRA	25		04458	PADULES	ALMERIA	-2.775288	36.99938	1
B04197836	CL	CARRETERA DE ALMERIA	105		04770	ADRA	ALMERIA	-3.004003	36.748266	1
B04199477	CL	SIERRA DE GRAZALEMA	29		04240	VIATOR	ALMERIA	-2.416143	36.88375	1
B04201463	CL	ZORRILLA	100		04700	EL EJIDO	ALMERIA	-2.816975	36.769581	1
B04201935	CR	GRANADA II TRAMO	40		04008	ALMERIA	ALMERIA	-2.46761725	36.86130882	6
B04205787	CR	ALICUN	146		04740	ROQUETAS DE MAR	ALMERIA	-2.614255	36.767631	1
B04206785	PG	RUBIRA SOLA			04867	MACAEL	ALMERIA	-2.2993156	37.33445667	5
B04207791	AV	PABLO IGLESIAS	64	4 O	04003	ALMERIA	ALMERIA	-2.464483	36.844812	1
B04208914	AV	LAS MARINAS	219	1 B	04740	LAS MARINAS (ROQUETAS DE MAR)	ALMERIA	-2.64652863	36.72741405	5
B04210233	CL	NAVARRO RODRIGO	22	3	04001	ALMERIA	ALMERIA	-2.461929	36.839626	1
B04211470	CL	INFANTA	3	BAJO	04001	ALMERIA	ALMERIA	-2.465839	36.838589	1
B04212072	CR	ALQUIAN A PECHINA		KM 8,55	04240	VIATOR	ALMERIA	-2.39887908	36.89427021	6
B04212312	CL	NUEVA CARRETAS	10		04007	ALMERIA	ALMERIA	-2.43247672	36.82072379	5
B04217592	CL	VENEZUELA	11		04700	EL EJIDO	ALMERIA	-2.820332	36.771642	1
B04219812	CL	GARCIA ALIX	7	6 B	04001	ALMERIA	ALMERIA	-2.462017	36.839762	1
B04219838	CL	GENIL	74		04630	GARRUCHA	ALMERIA	-1.824198	37.176273	1
B04220877	PZ	SAN SEBASTIAN	5		04003	ALMERIA	ALMERIA	-2.462825	36.84158	1
B04224986	CL	ANTONIO MACHADO FUENTE	5		04640	PULPI (DIPUTACION DE PULPI)	ALMERIA	-1.72185082	37.40810898	5
B04227039	CL	INES BARO	1		04820	VELEZ-RUBIO	ALMERIA	-2.071144	37.649314	1
B04228276	LG	LA CANAL			04279	LA CANAL (ULEILA DEL CAMPO)	ALMERIA	-2.18680926	37.17658253	5
B04228904	CL	CERVANTES	140		04700	EL EJIDO	ALMERIA	-2.812647	36.7751	1
B04230066	PZ	CONSTITUCION	12		04600	HUERCAL-OVERA	ALMERIA	-1.943652	37.389418	1
B04230298	CL	OBISPO ORBERA	10		04630	GARRUCHA	ALMERIA	-1.823516	37.180116	1
B04231320	CR	RONDA	78	1	04006	ALMERIA	ALMERIA	-2.455821	36.837317	1
B04234266	PS	MEDITERRANEO MULTICEN	24		04638	MOJACAR	ALMERIA	-1.86221967	37.1580208	5
B04238341	CL	VENUS			04230	CALLEJONES-SAN SILVESTRE	ALMERIA	-2.446098	36.875436	3
B04244950	CR	RONDA	129		04005	ALMERIA	ALMERIA	-2.454	36.840874	1
B04248399	AV	FEDERICO GARCIA LORCA	43	BJDR	04004	ALMERIA	ALMERIA	-2.460737	36.838404	1
B04251849	CL	SAN ISIDRO	16		04700	EL EJIDO	ALMERIA	-2.821807	36.773438	1
B04253837	CL	GARCIA ALIX	9		04001	ALMERIA	ALMERIA	-2.462011	36.839121	1
B04253902	PG	INDUSTRIAL LA ALGAIDA	6		04740	ROQUETAS DE MAR	ALMERIA	-2.62520844	36.75592418	6
B04257127	CR	ALMERIA		KM 529,7	04620	VERA	ALMERIA	-1.872564	37.247492	3
B04259677	CL	A	7	E 15 SALIDA 563	04600	HUERCAL-OVERA	ALMERIA	-1.90249055	37.39926528	6
B04263430	CL	RIO AGUAS	3	POLIGONO JUDAIDA	04240	VIATOR	ALMERIA	-2.415164	36.878924	3
B04264339	AV	PASEO DE ALMERIA	59	2	04001	ALMERIA	ALMERIA	-2.463201	36.837333	1
B04267597	CL	POETA PACO AQUINO	51		04005	ALMERIA	ALMERIA	-2.455196	36.840076	1
B04268330	CL	JARDIN DE MEDINA	3	BLOQUE A 1	04006	ALMERIA	ALMERIA	-2.455391	36.83636	3
B04271060	CL	VILLAJOYOSA	7		04720	EL PARADOR DE LAS HORTICHUELAS	ALMERIA	-2.5947844	36.79315535	5
B04271300	CR	BAZA-HUERCAL OVERA		KM 59	04850	CANTORIA	ALMERIA	-2.18552297	37.3440907	6
B04277034	CL	AMAPOLA	4		04630	GARRUCHA	ALMERIA	-1.824249	37.179294	1
B04283834	AV	ESTACION	1	E 5	04005	ALMERIA	ALMERIA	-2.459796	36.838157	1
B04284469	CR	NACIONAL A 332	48	BAJO	04610	CUEVAS DEL ALMANZORA (DIPUTACION DE CUEVAS DEL ALMANZORA)	ALMERIA	-1.89484039	37.29452282	6
B04285532	AV	LA FABRIQUILLA	41	BAJO	04720	EL PARADOR DE LAS HORTICHUELAS	ALMERIA	-2.596196	36.803224	1
B04285805	CL	DOCTOR JIMENEZ DIAZ	14	B	04600	HUERCAL-OVERA	ALMERIA	-1.941742	37.397399	1
B04290441	PJ	ALCAUZON CLUB TENIS			04600	HUERCAL-OVERA	ALMERIA	-1.90249055	37.39926528	6
B04290664	CL	LOBERO	18	4 A	04700	EL EJIDO	ALMERIA	-2.81321	36.774128	1
B04294369	CL	FLAMENCOS	44		04711	ALMERIMAR	ALMERIA	-2.778457	36.695659	1
B04294757	AV	ANDALUCIA	90		04640	PULPI (DIPUTACION DE PULPI)	ALMERIA	-1.744209	37.413507	1
B04296000	CL	VIRGEN DEL ROSARIO	8		04888	ARMUÑA DE ALMANZORA	ALMERIA	-2.411675	37.349245	1
B04297123	CL	DOCTOR PALMERO	4		04700	EL EJIDO	ALMERIA	-2.814061	36.774391	1
B04297255	PJ	NEPTUNO	6		04620	VERA	ALMERIA	-1.86477485	37.2484535	5
B04298881	CR	ADRA BERJA			04770	ADRA	ALMERIA	-3.07634484	36.77777	6
B04299657	PZ	ANTONIO GONZALEZ EGEA	2		04001	ALMERIA	ALMERIA	-2.465147	36.838824	1
B04303277	CL	CARRETERA NACIONAL 332	42		04610	CUEVAS DEL ALMANZORA (DIPUTACION DE CUEVAS DEL ALMANZORA)	ALMERIA	-1.87682454	37.29255525	5
B04304374	CL	MASNOU	1	3 A	04770	ADRA	ALMERIA	-3.018566	36.7485	1
B04307369	CL	LAUDELINO GIL ANDRES	10	6 C	04006	ALMERIA	ALMERIA	-2.450368	36.837528	1
B04310397	AV	ANDALUCIA	14	BA IZQUIERDA	04640	PULPI (DIPUTACION DE PULPI)	ALMERIA	-1.746513	37.409475	1
B04311411	PZ	SAN SEBASTIAN	5	IZQUIERDA 2 A	04003	ALMERIA	ALMERIA	-2.462825	36.84158	1
B04312047	LG	PARAJE EL TREINTA	4		04700	EL EJIDO	ALMERIA	-2.81208198	36.77241848	6
B04313029	CL	SORBAS	42	BAJO	04140	CARBONERAS	ALMERIA	-1.892765	36.99831	1
B04314720	CL	CARDENAL LLUCH	50		41005	SEVILLA	SEVILLA	-5.968208	37.380087	1
B04315933	CL	PACO CAMINO	5	BA I	04741	CORTIJOS DE MARIN (ROQUETAS DE MAR)	ALMERIA	-2.650118	36.757439	1
B04316071	CL	SANSOVINO	7	2 A	04700	EL EJIDO	ALMERIA	-2.81037	36.775971	1
B04319208	CL	PASAJE DEL LIBRO	2	3	04770	ADRA	ALMERIA	-3.01588958	36.74732652	5
B04334330	CR	NACIONAL 340 PK	227		04600	HUERCAL-OVERA	ALMERIA	-1.90249055	37.39926528	6
B04334645	CL	DOLORES RODRIGUEZ SOPEÑA	7		04004	ALMERIA	ALMERIA	-2.459775	36.84123	1
B04335907	CL	LA RAMBLA	10		04638	VISTA DE LOS ANGELES-RUMINA	ALMERIA	-1.832364	37.128788	1
B04338950	CL	DOCTOR GREGORIO MARAÑON	37	B 8 2	04005	ALMERIA	ALMERIA	-2.456033	36.837571	1
B04340899	CL	JUAN PEREZ PEREZ	16		04001	ALMERIA	ALMERIA	-2.464337	36.835247	1
B04347415	CL	TERRIZA	45		04004	ALMERIA	ALMERIA	-2.460015	36.840708	1
B04348892	CL	SANTA ELENA	6		04100	NIJAR	ALMERIA	-2.22555522	36.9788588	5
B04352399	CR	NACIONAL 340		KM 446	04230	HUERCAL DE ALMERIA	ALMERIA	-2.445022	36.890992	3
B04360632	PZ	SAN PEDRO	5	5 5	04001	ALMERIA	ALMERIA	-2.464876	36.840036	1
B04360988	CL	BENAVENTE AGUADULCE	2		04720	EL PARADOR DE LAS HORTICHUELAS	ALMERIA	-2.5853567	36.82625119	6
B04362786	CL	REYES CATOLICOS	28		04004	ALMERIA	ALMERIA	-2.46269	36.838232	1
B04366787	CL	BENIZALON	2	1 A	04007	ALMERIA	ALMERIA	-2.44022839	36.83496687	5
B04373445	AV	FRANÇA	17	A 11 22	46023	VALENCIA	VALENCIA	-0.351376	39.460289	1
B04375226	CL	GARCIA ESPIN	37		04700	EL EJIDO	ALMERIA	-2.817017	36.770618	1
B04378568	AV	ESTACION	2	E D	04005	ALMERIA	ALMERIA	-2.460202	36.837941	1
B04379343	CL	URCI	14	POLIGONO SAN RAFAEL	04230	LA FUENSANTA -VILLA INES	ALMERIA	-2.43943	36.863761	1
B04380192	CL	CASTILLEJO	13		04240	VIATOR	ALMERIA	-2.39887908	36.89427021	6
B04380531	AV	MEDITERRANEO	159		04007	ALMERIA	ALMERIA	-2.4471862	36.83887325	5
B04383428	AV	LOS ANTONES			04640	PULPI (DIPUTACION DE PULPI)	ALMERIA	-1.74926	37.406025	3
B04393823	CR	ALICUN	3		04740	ROQUETAS DE MAR	ALMERIA	-2.61469	36.76667	1
B04397063	CL	FUENTE APARTADO	25		04638	MOJACAR	ALMERIA	-1.86221967	37.1580208	5
B04402020	CL	MESETA AGUA AMARGA			04149	AGUA AMARGA (NIJAR)	ALMERIA	-2.22555522	36.9788588	5
B04411955	AV	PASEO DE ALMERIA	57	2 1	04001	ALMERIA	ALMERIA	-2.463222	36.837468	1
B04412441	CL	CANONIGO MOLINA ALONSO	6	1	04004	ALMERIA	ALMERIA	-2.461788	36.834647	1
B04418166	CL	PASEO DEL HUERTO			04628	ANTAS	ALMERIA	-1.92738471	37.22261655	5
B04423299	AV	FEDERICO GARCIA LORCA	43		04004	ALMERIA	ALMERIA	-2.460737	36.838404	1
B04424719	CR	HUERCAL DE ALMERIA	50	BAJO	04009	ALMERIA	ALMERIA	-2.43369007	36.86080543	5
B04425153	AV	AVENIDA DE BARIA	36		04620	VERA	ALMERIA	-1.854119	37.23661	1
B04425393	AV	PRINCIPES DE ESPAÑA	104		04700	EL EJIDO	ALMERIA	-2.813359	36.781944	1
B04425690	AV	ESTACION	10	3 1	04005	ALMERIA	ALMERIA	-2.459241	36.83754	1
B04426805	CL	VERA	25		04007	ALMERIA	ALMERIA	-2.450373	36.83228	1
B04428777	CL	CERVANTES	144		04700	EL EJIDO	ALMERIA	-2.812378	36.77519	1
B04434825	CR	RONDA	11	1	04004	ALMERIA	ALMERIA	-2.461299	36.833538	1
B04435566	PS	MEDITERRANEO	413	12	04638	VENTANICAS-EL CANTAL	ALMERIA	-1.82947	37.135215	1
B04435806	PD	COBATILLAS JUAN AYLLON	34		30163	MURCIA	MURCIA	-1.07835543	38.04550329	6
B04441259	PG	RUBIRA SOLA			04867	MACAEL	ALMERIA	-2.2993156	37.33445667	5
B04444949	AV	LA LUZ (VISTA LOS ANGELES-RUMINA)	6	CENTRO COMERCIA	04638	VISTA DE LOS ANGELES-RUMINA	ALMERIA	-1.829377	37.136825	1
B04458576	CL	SAN ISIDRO	19		04270	SORBAS (DEMARCACION DE SORBAS)	ALMERIA	-2.128742	37.098843	1
B04458873	CR	CTRA. ALMERIMAR	32		04700	EL EJIDO	ALMERIA	-2.801121	36.756204	3
B04463816	CL	CARRETERA NACIONAL 332	60		04610	CUEVAS DEL ALMANZORA (DIPUTACION DE CUEVAS DEL ALMANZORA)	ALMERIA	-1.876719	37.291961	3
B04465894	CM	DON GENARO	8		04120	LA CAÑADA DE SAN URBANO	ALMERIA	-2.38672629	36.87047898	5
B04467031	CR	ESTACION	13		04800	ALBOX	ALMERIA	-2.13730926	37.45229766	6
B04467064	CL	DELICIAS	4		04009	ALMERIA	ALMERIA	-2.441499	36.846716	1
B04467569	PS	JUAN CARLOS I	1	F	04700	EL EJIDO	ALMERIA	-2.813662	36.772353	1
B04468518	CL	MOTORES SAN FRANCISCO	3		04600	HUERCAL-OVERA	ALMERIA	-1.90249055	37.39926528	6
B04486817	CL	CONSTANTINO	33	1 N	04700	EL EJIDO	ALMERIA	-2.811932	36.774522	1
B04518171	CL	MANUEL FERNANDEZ ARRIOLA	4	1 A	04700	EL EJIDO	ALMERIA	-2.815499	36.772878	1
B04519740	CL	LEANDRO FIGUEROA	46		04700	EL EJIDO	ALMERIA	-2.81208198	36.77241848	6
B05008750	CL	PUERTA DE ABAJO	2	6	28430	ALPEDRETE	MADRID	-4.019613	40.66012	1
B05107636	CL	RIO PISUERGA	13		05004	AVILA	AVILA	-4.686684	40.669787	1
B05112941	CL	CLARA CAMPO AMOR		BA B	28400	COLLADO VILLALBA	MADRID	-3.98778504	40.64223873	6
B05116975	CL	FUENTES CLARAS	1	5	05005	AVILA	AVILA	-4.695414	40.664137	1
B05117684	CL	CAMINO DE SANTA CRUZ	16		05110	EL BARRACO	AVILA	-4.641815	40.480449	1
B05118591	LG	PUERTO PUNTAL			33315	SAMARTIN (SAMARTIN DEL MAR)	ASTURIAS	-5.42363662	43.5261838	6
B05119201	CL	JUAN DE YEPES	11		05002	AVILA	AVILA	-4.700804	40.648582	1
B05119607	AV	EMILIO ROMERO	6		05200	AREVALO	AVILA	-4.718294	41.058614	1
B05120449	CL	GENERAL PINTO	1		05420	SOTILLO DE LA ADRADA	AVILA	-4.60405194	40.3139379	5
B05121132	AV	RAMON Y CAJAL	77		05480	CANDELEDA	AVILA	-5.240103	40.155808	1
B05121694	CL	DUQUE DE ALBA	4	2 DERECHA	05001	AVILA	AVILA	-4.694149	40.654814	1
B05122486	AV	MADRID	1	KM 79,300	05430	LA ADRADA	AVILA	-4.649864	40.307251	1
B05123229	PZ	NALVILLOS	4	4 IZQUIERDA	05001	AVILA	AVILA	-4.695988	40.656418	1
B05123559	CL	FRAY JOSE TRINIDAD	5	LC 1	05400	ARENAS DE SAN PEDRO	AVILA	-5.084454	40.213128	1
B05125299	PZ	ESPAÑA	6		05400	ARENAS DE SAN PEDRO	AVILA	-5.086544	40.210177	3
B05128723	CL	CANTARRANAS	1		05164	RIOCABADO	AVILA	-4.805362	40.831577	1
B05128749	AV	PABLO PORTERO	59		05358	PAPATRIGO	AVILA	-4.835973	40.866873	1
B05129861	CL	LARGA	14		05461	MIJARES	AVILA	-4.837647	40.296078	1
B05130463	CL	PICO ALMANZOR	1		05634	HOYOS DEL ESPINO	AVILA	-5.175408	40.353358	1
B05131222	CL	TIETAR	4		05420	SOTILLO DE LA ADRADA	AVILA	-4.5821	40.291306	1
B05133244	CL	MARTIN CARRAMOLINO	6		05001	AVILA	AVILA	-4.700938	40.656192	1
B05133996	BD	DON ALONSO	1	BAJO	05003	AVILA	AVILA	-4.690158	40.653675	1
B05134127	PS	DON CARMELO	28	BAJO	05001	AVILA	AVILA	-4.68504	40.658046	1
B05135900	CL	SAN BLAS	1		05400	ARENAS DE SAN PEDRO	AVILA	-5.085341	40.21308	1
B05136031	CR	AVILA CEBREROS FINCA		KM 6	05003	AVILA	AVILA	-4.68486207	40.64933255	6
B05136981	CL	AVILA	11		05428	CASILLAS	AVILA	-4.571963	40.324129	1
B05137997	CL	RUFINO MARTIN	25		05002	AVILA	AVILA	-4.698163	40.649368	1
B05138110	CL	PROVINCIAL DE TRUJILLO	24		05400	ARENAS DE SAN PEDRO	AVILA	-5.090991	40.210917	1
B05138276	CL	RAMON Y CAJAL	1		05310	FONTIVEROS	AVILA	-4.967595	40.929242	1
B05139373	CL	COSTANILLA	8		05320	CARDEÑOSA	AVILA	-4.746591	40.743829	1
B05141429	CL	MAYOR			05514	SAN MIGUEL DE CORNEJA	AVILA	-5.287622	40.487419	3
B05141940	PZ	LAS LOSILLAS	4	1	05002	AVILA	AVILA	-4.697841	40.652526	1
B05144019	CL	RAMON Y CAJAL	2	8 B B	28232	LAS MATAS-PINAR-MONTE ROZAS	MADRID	-3.897129	40.522508	1
B05144506	CL	JOSE ANTONIO	55		05267	SAN BARTOLOME DE PINARES	AVILA	-4.4833042	40.53847426	5
B05146188	CL	CEPEDA MINGO			05635	NAVARREDONDA DE GREDOS	AVILA	-5.11695495	40.34945684	5
B05147046	CL	PRADO LARGO HIGUERILLA			05410	MOMBELTRAN	AVILA	-5.00764244	40.21119854	5
B05149646	CL	DOCTOR FRUTOS	8		05369	NARROS DEL CASTILLO	AVILA	-5.059702	40.857401	1
B05149810	CL	CARRETERA DE NOHARRE	1		05216	NAVA DE AREVALO	AVILA	-4.777666	40.980452	1
B05150537	CL	TRISTE CONDESA	16		05400	ARENAS DE SAN PEDRO	AVILA	-5.088974	40.20989	1
B05150859	PG	INDUSTRIAL AREVALO	1	PARCELA	05200	AREVALO	AVILA	-4.7196239	41.04481933	6
B05151378	CL	PASILLO ANGOLOTTI	21		05260	CEBREROS	AVILA	-4.46628	40.456693	1
