REG_NUMBER	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	COORDINATE_X	COORDINATE_Y	PRECISION
B01361559	CL	PORTAL DE GAMARRA	1	1 1	01013	VITORIA-GASTEIZ	ALAVA	-2.663071	42.858241	1
B01368711	CL	HERRERIA TRAV 2	5	B	01307	VILLABUENA DE ALAVA/ESKUERNAGA	ALAVA	-2.66141976	42.54115609	5
B01369115	CL	HERMINIO MADINAVEITIA	18	B	01006	VITORIA-GASTEIZ	ALAVA	-2.671397	42.837076	1
B01369453	CL	BERNART ETXEPARE	22	1 DERECHA	48960	KURTZEA	VIZCAYA	-2.843733	43.232828	1
B01369834	CL	PINTOR PABLO URANGA	10	B	01008	VITORIA-GASTEIZ	ALAVA	-2.685166	42.845995	1
B01378884	PS	SALVADOR DE AZPIAZU	1	B	01008	VITORIA-GASTEIZ	ALAVA	-2.685404	42.844879	1
B01381235	CL	POSTAS	49	05	01004	VITORIA-GASTEIZ	ALAVA	-2.666261	42.845445	1
B01381946	CL	EL PRADO	2	B	01005	VITORIA-GASTEIZ	ALAVA	-2.674028	42.846206	1
B01382506	CL	LOS BUESA	2	B	01006	VITORIA-GASTEIZ	ALAVA	-2.67469	42.836789	1
B01382803	CL	PINTOR IGNACIO DIAZ RUIZ DE OLANO	16	B	01008	VITORIA-GASTEIZ	ALAVA	-2.685209	42.844806	1
B01382837	CL	SUBIDA AL OLMO	9	B	01330	LABASTIDA/BASTIDA	ALAVA	-2.80885479	42.60557929	5
B01383470	CL	ONDATEGI	5		48930	LAS ARENAS -AREETA	VIZCAYA	-3.009727	43.333118	1
B01401454	CL	ILARRATZA	25	B	01192	JUNGITU	ALAVA	-2.56516291	42.87055953	6
B01401751	AV	GASTEIZ	75	B	01009	VITORIA-GASTEIZ	ALAVA	-2.681202	42.850594	1
B01405133	CL	ABENDAÑO	52	B	01008	VITORIA-GASTEIZ	ALAVA	-2.682983	42.846898	1
B01405232	CL	RONDA DEL FERROCARRIL	37	B	09200	MIRANDA DE EBRO	BURGOS	-2.94717	42.687528	1
B01405539	CL	ZURBANO	999		01520	ARRATZUA-UBARRUNDIA	ALAVA	-2.61357464	42.9242619	5
B02004828	CL	FERIA	15	A 1 B	02005	ALBACETE	ALBACETE	-1.859341	38.995735	1
B02006260	CL	DOCTOR CERDA MARTI	3		02400	HELLIN	ALBACETE	-1.697232	38.50966	1
B02015766	CL	E (CAMPOLLANO)	18		02006	BACARIZA (ALBACETE)	ALBACETE	-1.91929179	38.94058077	6
B02020089	AV	ESPAÑA	9	3 DERECHA	02002	ALBACETE	ALBACETE	-1.855142	38.988296	1
B02049146	CL	CRUZ	15	BAJO	02001	ALBACETE	ALBACETE	-1.850672	38.993424	1
B02056927	CL	CARMEN DE BURGOS	3	1 M	02006	ALBACETE	ALBACETE	-1.85442	38.97935	1
B02059772	CR	TOMELLOSO		KM 1	02600	VILLARROBLEDO	ALBACETE	-2.661985	39.231548	1
B02061117	CL	MARTINEZ IBAÑEZ	24		02005	ALBACETE	ALBACETE	-1.868282	39.004239	1
B02062040	CL	PEREZ GALDOS	49		02003	ALBACETE	ALBACETE	-1.861855	38.991588	1
B02067841	CL	HERNAN CORTES	16		02005	ALBACETE	ALBACETE	-1.861796	38.997444	1
B02070340	CL	MARTIRES	209		02630	LA RODA	ALBACETE	-2.171372	39.212171	1
B02101277	CL	GABRIEL CISCAR	30		02005	ALBACETE	ALBACETE	-1.86328	39.00103	1
B02103646	CL	FERIA	26		02005	ALBACETE	ALBACETE	-1.860376	38.99598	1
B02106193	CL	TINAJEROS	9		02600	VILLARROBLEDO	ALBACETE	-2.60602	39.268567	1
B02112274	PS	CIRCUNVALACION	53		02004	ALBACETE	ALBACETE	-1.868074	38.989738	1
B02114056	CL	LA HORCA	22		02110	LA GINETA	ALBACETE	-1.991957	39.115531	1
B02114692	PZ	LA CONSTITUCION	1		02660	CAUDETE	ALBACETE	-0.989395	38.703578	1
B02116200	CL	B (CAMPOLLANO)	32	NAVE A	02007	BACARIZA (ALBACETE)	ALBACETE	-1.88163173	39.01988415	6
B02116234	AV	LIBERTAD	52		02691	BONETE	ALBACETE	-1.349809	38.869203	1
B02118412	CL	BLASCO DE GARAY	2		02003	ALBACETE	ALBACETE	-1.860055	38.990414	1
B02143972	AV	CONSTITUCION	11		02300	ALCARAZ	ALBACETE	-2.492719	38.668812	1
B02145167	CR	NACIONAL 301		KM 212	02630	LA RODA	ALBACETE	-2.16036057	39.18840477	6
B02148120	PZ	ALTOZANO	2	2 B	02001	ALBACETE	ALBACETE	-1.854175	38.99454	1
B02157204	CR	VALENCIA	1		02008	LA PULGOSA	ALBACETE	-1.848512	38.989177	1
B02157816	CL	SAN AGUSTIN	32		02001	ALBACETE	ALBACETE	-1.851912	38.993112	1
B02165538	CL	CABA	5	EN	02001	ALBACETE	ALBACETE	-1.857846	38.993189	1
B02165926	PG	IND SALVADOR II VIAL X	68		02630	LA RODA	ALBACETE	-2.16036057	39.18840477	6
B02167716	LG	FINCA BATAN			02450	RIOPAR	ALBACETE	-2.42377566	38.48167158	5
B02170306	CL	FORTUNATO ARIAS	49		02400	HELLIN	ALBACETE	-1.690391	38.507286	1
B02171031	CL	CALVARIO	68		02110	LA GINETA	ALBACETE	-1.999992	39.117466	1
B02171379	CL	ANTONIO MACHADO	1		02400	HELLIN	ALBACETE	-1.692664	38.507978	1
B02171940	TR	REYES CATOLICOS	1		02600	VILLARROBLEDO	ALBACETE	-2.598273	39.265942	1
B02173334	CL	HERMANOS PINZON	12		02006	ALBACETE	ALBACETE	-1.87285	38.997254	1
B02173466	PG	IND CALLE D	8	PARCELA 7	02600	VILLARROBLEDO	ALBACETE	-2.61000152	39.19345701	6
B02174365	AV	REYES CATOLICOS	107		02600	VILLARROBLEDO	ALBACETE	-2.59289	39.274663	1
B02176899	CL	CARRETERA DE MADRID	3		02005	ALBACETE	ALBACETE	-1.866309	39.004066	1
B02178887	CL	VICENTE ALEIXANDRE	10		02640	ALMANSA	ALBACETE	-1.091256	38.868767	1
B02178994	CL	AGUASNUEVAS AV GUARDIA CI			02049	AGUAS NUEVAS	ALBACETE	-1.92025485	38.91853684	6
B02185833	CL	DON LUIS ALBERTOS	20	2	02650	MONTEALEGRE DEL CASTILLO	ALBACETE	-1.327018	38.788665	1
B02186195	CL	FRANCISCO FONTECHA	1		02001	ALBACETE	ALBACETE	-1.855576	38.995014	1
B02186724	CR	OSSA DE MONTIEL	30		02600	VILLARROBLEDO	ALBACETE	-2.6137	39.257839	1
B02187276	CL	BLASCO DE GARAY	2	1	02003	ALBACETE	ALBACETE	-1.860055	38.990414	1
B02190197	CL	BATALLA DEL SALADO	11		02002	ALBACETE	ALBACETE	-1.852675	38.987371	1
B02192011	CL	PI Y MARGALL	25		02630	LA RODA	ALBACETE	-2.155348	39.204866	1
B02192938	PG	INDUST C EINSTEIN	6	PARCELA 2	02600	VILLARROBLEDO	ALBACETE	-2.61000152	39.19345701	6
B02194629	CL	BLASCO IBAÑEZ	64	BAJO	02004	ALBACETE	ALBACETE	-1.865712	38.993779	1
B02198174	CL	MAYOR	32	1 A	02001	ALBACETE	ALBACETE	-1.855384	38.993354	1
B02199677	CL	SAN ILDEFONSO	6	5 B	02001	ALBACETE	ALBACETE	-1.848897	38.993227	1
B02203735	PZ	LA CATEDRAL	5		02001	ALBACETE	ALBACETE	-1.856834	38.996513	1
B02204204	LG	DEHESA LLANOS APDO	8		02080	ALBACETE	ALBACETE	-1.89105785	38.95532288	9
B02205086	CL	HERMANOS JIMENEZ	19	BAJO	02004	ALBACETE	ALBACETE	-1.86709	38.994225	1
B02207348	PZ	ISABEL II	1		02005	ALBACETE	ALBACETE	-1.86123	38.99961	1
B02207926	CL	TEJARES	4		02640	ALMANSA	ALBACETE	-1.108985	38.874318	1
B02213858	CL	FERIA	23		02005	ALBACETE	ALBACETE	-1.860056	38.995787	1
B02214146	CL	CORREDERA	48	BAJO	02640	ALMANSA	ALBACETE	-1.086034	38.861041	1
B02216893	CL	CERVANTES	47		02630	LA RODA	ALBACETE	-2.161565	39.206972	1
B02217123	CL	TERUEL	31		02005	ALBACETE	ALBACETE	-1.86673422	39.00608333	6
B02217784	CL	JOSE BERNABEU 52	56		02650	MONTEALEGRE DEL CASTILLO	ALBACETE	-1.3070531	38.76426384	6
B02218048	CL	LUIS BRAILLE	8	1 D	02612	MUNERA	ALBACETE	-2.476835	39.044223	1
B02223618	PS	LA CUBA	17	BA	02005	ALBACETE	ALBACETE	-1.856035	39.000983	1
B02224475	CL	ATLETA ANTONIO AMOROS	47		02660	CAUDETE	ALBACETE	-0.985075	38.703884	1
B02225175	CL	RIOS ROSAS	6		02004	ALBACETE	ALBACETE	-1.860592	38.994026	1
B02225381	CL	TEODORO CAMINO	9		02001	ALBACETE	ALBACETE	-1.85469	38.992004	1
B02225621	CL	TEATRO	15		02200	CASAS-IBAÑEZ	ALBACETE	-1.46882	39.287651	1
B02225969	AV	MEJICO	73	1 D	02500	TOBARRA	ALBACETE	-1.6804012	38.59709948	5
B02227619	CL	CUEVAS DE SAN ANTON	2	BAJO C	02520	CHINCHILLA DE MONTE-ARAGON	ALBACETE	-1.727831	38.91552	1
B02230712	AV	CASTILLA MANCHA	3		02430	ELCHE DE LA SIERRA	ALBACETE	-2.046367	38.450744	1
B02240521	CL	SANCHEZ GUERRA	19		02600	VILLARROBLEDO	ALBACETE	-2.599625	39.272732	1
B02245405	CL	EL MOLINO	6		02660	CAUDETE	ALBACETE	-0.98777	38.705768	1
B02252823	CL	BALMES	2	BAJO	02400	HELLIN	ALBACETE	-1.696284	38.508199	1
B02255370	CL	ANICETO COLOMA	9	EN	02640	ALMANSA	ALBACETE	-1.096511	38.869222	1
B02258820	AV	JUAN CARLOS I	14		02500	TOBARRA	ALBACETE	-1.688534	38.590693	1
B02258903	CR	HELLIN A ONTUR			02513	SIERRA (TOBARRA)	ALBACETE	-1.60058086	38.60567439	5
B02260560	PG	PAISES	3	BAJO	02400	HELLIN	ALBACETE	-1.77544882	38.56452188	6
B02266294	PZ	LA MANCHA	12		02240	MAHORA	ALBACETE	-1.725916	39.21252	1
B02269371	CL	ARQUITECTO FERNANDEZ	37		02005	ALBACETE	ALBACETE	-1.860207	39.000697	1
B02269900	PG	IND CALLE B NUMERO	38		02600	VILLARROBLEDO	ALBACETE	-2.61000152	39.19345701	6
B02270288	AV	ESTACION	5		02001	ALBACETE	ALBACETE	-1.849986	38.998689	1
B02278000	CL	SANTIAGO	3		02005	ALBACETE	ALBACETE	-1.862751	39.000571	1
B02283554	CL	ROSARIO	103		02003	ALBACETE	ALBACETE	-1.860223	38.988247	1
B02286490	AV	LEONARDO DA VINCI	7		02600	VILLARROBLEDO	ALBACETE	-2.590683	39.273313	1
B02303774	CL	SANTA LUCIA	154		02640	ALMANSA	ALBACETE	-1.094364	38.864177	1
B02330009	CL	SAN LUIS	1	B	02640	ALMANSA	ALBACETE	-1.095947	38.871339	1
B02338416	CL	ANTONIO CABALLERO HERRERO	2		02600	VILLARROBLEDO	ALBACETE	-2.61000152	39.19345701	6
B02344141	CL	FERIA	41		02005	ALBACETE	ALBACETE	-1.861312	38.995971	1
B02344646	CL	RAMON Y CAJAL	47		02500	TOBARRA	ALBACETE	-1.695857	38.592767	1
B02363844	CL	FRANCISCO CANO FONTECHA	24	B	02500	TOBARRA	ALBACETE	-1.686614	38.593384	1
B02367217	CL	TEODORO CAMINO	10	BAJO	02002	ALBACETE	ALBACETE	-1.854875	38.991961	1
B02379493	CL	HERNAN CORTES	8		02400	HELLIN	ALBACETE	-1.700883	38.51896	1
B02398121	AV	MANUEL BARNUEVO	5		02600	VILLARROBLEDO	ALBACETE	-2.598098	39.261958	1
B02399426	CL	TOLEDO	5	BAJO	02001	ALBACETE	ALBACETE	-1.852776	39.001122	1
B02399525	AV	RAMON MENENDEZ PIDAL	4	EN C	02005	ALBACETE	ALBACETE	-1.861495	39.00037	1
B02399699	CL	SIERRA BODEGA	1		02513	TOBARRA	ALBACETE	-1.61769126	38.57071761	6
B03018991	CL	L'ALTET	9		03440	IBI	ALICANTE	-0.565918	38.625923	1
B03019676	AV	L'ALT REI EN JAUME I	3	2	03590	ALTEA	ALICANTE	-0.04883	38.60049	1
B03021490	PG	ERES DE SANTA LLUCIA	8	EN	03202	ELCHE/ELX	ALICANTE	-0.696916	38.267589	1
B03028800	CL	GAMBO	3	1 8	03503	BENIDORM	ALICANTE	-0.128068	38.536631	1
B03034360	CL	MARQUES DE CAMPO	54	02	03700	DENIA	ALICANTE	0.11056	38.840922	1
B03058153	CL	CAPITA GASPAR ORTIZ	112	BAJO	03204	ELCHE/ELX	ALICANTE	-0.709741	38.261019	1
B03059763	CR	NACIONAL 340	34		03340	ALBATERA	ALICANTE	-0.89171081	38.2157011	6
B03061603	AV	MIGUEL HERNANDEZ		KM 89	03550	SANT JOAN D'ALACANT	ALICANTE	-0.428298	38.401086	1
B03064342	CL	CATAMARAN	4	2 1	03540	ALICANTE/ALACANT	ALICANTE	-0.428644	38.355799	1
B03067774	CM	VELL D'ALTEA	35		03581	L'ALBIR	ALICANTE	-0.076385	38.570775	1
B03085206	CL	KURSAAL	7		03203	ELCHE/ELX	ALICANTE	-0.696432	38.265183	1
B03111697	CL	MARIA CRISTINA	31		03660	NOVELDA	ALICANTE	-0.767652	38.380529	1
B03118767	CL	PRINCESA	2	1 5	28008	MADRID	MADRID	-3.711896	40.424626	1
B03128212	CL	SANT FRANCESC	16		03560	EL CAMPELLO	ALICANTE	-0.38915	38.429027	3
B03130176	CR	NACIONAL VALENCIA 332	113		03550	SANT JOAN D'ALACANT	ALICANTE	-0.42836449	38.40445144	6
B03131117	UR	ALBIR	3	31 B	03581	L'ALBIR	ALICANTE	-0.07108084	38.56536582	6
B03131356	CL	EMILIO HERNANDEZ SELVA	30		03205	ELCHE/ELX	ALICANTE	-0.713728	38.272324	1
B03131745	CL	HERRERIAS	7	1 DC	03501	BENIDORM	ALICANTE	-0.128754	38.537548	1
B03131794	AV	AUGUSTO VILLALONGA	4		03750	PEDREGUER	ALICANTE	0.031957	38.797	1
B03134269	CL	JULIAN ROMEA	21	10 B	28003	MADRID	MADRID	-3.717334	40.442718	1
B03135936	CL	PAIS VALENCIA	18		03509	LA CALA (FINESTRAT)	ALICANTE	-0.17713526	38.53795815	5
B03148715	CL	GABRIEL PEREZ	2		03340	ALBATERA	ALICANTE	-0.873916	38.179713	1
B03149945	CL	ANTONIO MACHADO	28	EN 1	03201	ELCHE/ELX	ALICANTE	-0.706243	38.262474	1
B03151578	CL	SELLA	1	POLIGONO CAXOLA UA 1 NAVE	03509	LA CALA (FINESTRAT)	ALICANTE	-0.171104	38.536986	1
B03153251	CL	CARDENAL CISNEROS	6		03201	ELCHE/ELX	ALICANTE	-0.701149	38.264326	1
B03158367	CL	REY FERNANDO III	2		03610	PETRER	ALICANTE	-0.787151	38.490253	1
B03163854	AV	DENIA	53		03013	ALICANTE/ALACANT	ALICANTE	-0.47114	38.357184	1
B03164167	CL	IRLANDA	4		03350	COX	ALICANTE	-0.90584016	38.14358812	5
B03165636	CL	RAMON Y CAJAL	6		03440	IBI	ALICANTE	-0.574571	38.624454	1
B03172855	RB	RAMBLA VELLA	27	BAJO	43003	TARRAGONA	TARRAGONA	1.255028	41.116527	1
B03173804	CL	MARIA MOLINER	1	3 4 A	03540	ALICANTE/ALACANT	ALICANTE	-0.423298	38.36844	1
B03184744	CL	ARTAL DE ALAGON	14		03630	SAX	ALICANTE	-0.816824	38.537611	1
B03185436	CR	NOVELDA	2		03698	AGOST	ALICANTE	-0.64109539	38.43901337	5
B03196714	CL	MAYOR-LA ZENIA	58		03189	LA ZENIA	ALICANTE	-0.728498	37.920295	1
B03197209	PZ	CALVO SOTELO	15	EN	03001	ALICANTE/ALACANT	ALICANTE	-0.48761765	38.34395406	5
B03209186	CM	SIERRA ORTS	4		03680	ASPE	ALICANTE	-0.78585157	38.32898125	5
B03210473	CR	LA GRANADELLA	23		03738	COSTA NOVA	ALICANTE	0.204499	38.735375	3
B03215050	CL	DULCINEA	69	6 E	28020	MADRID	MADRID	-3.699618	40.452466	1
B03224714	CL	ALVARO DE BAZAN	5	2 DC	46010	VALENCIA	VALENCIA	-0.364192	39.481589	1
B03240686	CL	ATUN	22	BAJO	03540	ALICANTE/ALACANT	ALICANTE	-0.409734	38.35632	1
B03251139	CL	GERONA	21	BAJO	03001	ALICANTE/ALACANT	ALICANTE	-0.486006	38.344268	1
B03251709	CL	MARQUES D'ASPRELLA	77		03201	ELCHE/ELX	ALICANTE	-0.702559	38.270214	1
B03255320	CL	MERCALICANTE PUESTOS 107	109		03006	ALICANTE/ALACANT	ALICANTE	-0.52698169	38.34955564	6
B03256203	CL	SAN MATEO	65	BA	03012	ALICANTE/ALACANT	ALICANTE	-0.476729	38.36103	1
B03256823	CL	LOS NARANJOS	17	BW 23	03550	SANT JOAN D'ALACANT	ALICANTE	-0.433849	38.407849	1
B03257300	AV	ALACANT	31		03700	DENIA	ALICANTE	0.099835	38.838775	1
B03261724	AV	PORTUS ILLICITANUS	12		03130	SANTA POLA	ALICANTE	-0.561305	38.193935	1
B03265949	AV	NACIONES	18	C	03170	CIUDAD QUESADA	ALICANTE	-0.706259	38.06509	1
B03269800	CL	REYES CATOLICOS	24	ENTRESUELO IZQUIERDA	03003	ALICANTE/ALACANT	ALICANTE	-0.49088	38.342255	1
B03270436	CL	LAS PARRAS	10		03680	ASPE	ALICANTE	-0.770195	38.346174	1
B03275450	CL	JUAN DE LA CIERVA	31	1 B	03203	TORRELLANO	ALICANTE	-0.610461	38.293714	1
B03278579	AV	GABRIEL MIRO	40	2	03710	CALP	ALICANTE	0.048675	38.643015	1
B03283702	CL	MARGENADOR	9	BAJO	03720	BENISSA	ALICANTE	0.03753099	38.69238675	6
B03284007	CL	ARAGON	36		02640	ALMANSA	ALBACETE	-1.095826	38.872874	1
B03290681	CL	POETA VILA Y BLANCO	9	BAJO	03003	ALICANTE/ALACANT	ALICANTE	-0.490724	38.34414	1
B03290707	CL	KENNEDY	8	EDIFICIO ALPHA	03503	BENIDORM	ALICANTE	-0.116757	38.541307	1
B03294576	PD	CANASTEL-I	8	7	03690	SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG	ALICANTE	-0.535583	38.399691	1
B03296241	CL	CAMILO FLAMMARION	5	7	03201	ELCHE/ELX	ALICANTE	-0.70107	38.264904	1
B03301496	CL	FILET DE FORA	22	AC	03203	ELCHE/ELX	ALICANTE	-0.695962	38.263434	1
B03305042	PG	INDUSTRIAL CAMPO ALTO	17		03600	ELDA	ALICANTE	-0.82077157	38.47489286	6
B03306859	AV	ALCOI	13	16 A	03503	BENIDORM	ALICANTE	-0.123201	38.535853	1
B03307279	CL	LA MAR	67		03590	ALTEA	ALICANTE	-0.049721	38.597512	1
B03314135	PD	PARTIDA CACHAPETS	62		03330	CREVILLENT	ALICANTE	-0.83034439	38.25992604	5
B03319753	CL	LA FONT	1		03550	FONT-MEZQUITAS	ALICANTE	-0.413664	38.412991	1
B03322674	AV	GENERAL MARVA	19	D EN	03005	ALICANTE/ALACANT	ALICANTE	-0.492104	38.34757	1
B03330263	CL	DEAN LLOPEZ	44		03130	SANTA POLA	ALICANTE	-0.552316	38.19199	1
B03333382	CL	CARLOS SENTI	33	5 2	03700	DENIA	ALICANTE	0.108577	38.837613	1
B03340932	AV	VERGEL	19		03778	BENIARBEIG	ALICANTE	-0.000753	38.823801	1
B03341203	AV	LEPANTO	17		03109	TIBI	ALICANTE	-0.59431955	38.52147902	5
B03348935	CL	GERONA	27	BAJO	03001	ALICANTE/ALACANT	ALICANTE	-0.486503	38.344126	1
B03360690	CL	GABRIEL MIRO	25		03201	ELCHE/ELX	ALICANTE	-0.702632	38.263935	1
B03363744	CR	NACIONAL 340	46		03340	ALBATERA	ALICANTE	-0.89171081	38.2157011	6
B03408564	CL	SABINA	4		03724	PINAR DEL ABOGAT	ALICANTE	0.113112	38.695045	1
B03408622	CL	RAFAEL TEROL	8		03001	ALICANTE/ALACANT	ALICANTE	-0.485968	38.343357	1
B03409729	CR	CATRAL	28		03360	SAN JOSE (CALLOSA DE SEGURA)	ALICANTE	-0.830974	38.146433	1
B03413200	CL	HOSPITALET DE LLOBREGAT	3	1 IZQUIERDA	03203	ELCHE/ELX	ALICANTE	-0.676294	38.269489	1
B03413432	PL	MERCE	7	4 IZQUIERDA	03202	ELCHE/ELX	ALICANTE	-0.695915	38.267065	1
B03420791	CL	FOGLIETTI	1		03007	ALICANTE/ALACANT	ALICANTE	-0.494319	38.340734	1
B03425709	CL	JARDINES	23	1	03600	ELDA	ALICANTE	-0.793198	38.478455	1
B03433968	PL	MERCE	7		03202	ELCHE/ELX	ALICANTE	-0.695915	38.267065	1
B03434438	LG	ALTABIX POLIGONO 1	205		03207	ALTABIX	ALICANTE	-0.68863285	38.30999682	5
B03444056	CL	SOR JOSEFA ALCORTA	61		03204	ELCHE/ELX	ALICANTE	-0.703202	38.253827	1
B03447430	CL	SANT BARTOMEU	35		03560	EL CAMPELLO	ALICANTE	-0.385837	38.436754	1
B03452331	PR	PARTIDA DELS SIFONS	10		03450	BANYERES DE MARIOLA	ALICANTE	-0.679293	38.723177	3
B03453453	CL	ASTEROIDE	6	1 C	03007	ALICANTE/ALACANT	ALICANTE	-0.51698266	38.3410238	6
B03458429	CR	MORAIRA A CALPE	126		03724	MORAIRA	ALICANTE	0.123404	38.684336	1
B03458973	AV	MADRID	23	EDIFICIO VERACRUZ	03503	BENIDORM	ALICANTE	-0.110829	38.534593	1
B03459153	CL	MARIA CRISTINA	5		03370	REDOVAN	ALICANTE	-0.903488	38.112184	1
B03463361	CL	SAN IGNACIO DE LOYOLA	1		03600	ELDA	ALICANTE	-0.793244	38.473536	1
B03465135	LG	ALTET POLIGONO 1	186	B	03195	EL ALTET	ALICANTE	-0.54917827	38.26751352	5
B03468238	CM	OLIVAR			30560	ALGUAZAS	MURCIA	-1.24070762	38.05937623	5
B03476769	CL	BENIGANIM	2		03730	JAVEA/XABIA	ALICANTE	0.170089	38.793646	1
B03478229	CL	TUCUMAN	16		03005	ALICANTE/ALACANT	ALICANTE	-0.492388	38.346648	1
B03484854	AV	PAIS VALENCIA	13		03830	MURO DE ALCOY	ALICANTE	-0.436141	38.781613	1
B03486982	CL	JULIO HERVAS SAINZ	3	5 1	03203	ELCHE/ELX	ALICANTE	-0.697177	38.255015	1
B03488012	CL	SAN BLAS	30	POLIGONO IND CASA GRAN	03183	TORREVIEJA	ALICANTE	-0.6685891	37.99728786	6
B03490497	CL	JUAN RAMON JIMENEZ	2	EN	03203	ELCHE/ELX	ALICANTE	-0.699187	38.263345	1
B03495579	AV	L'ALAMEDA	84		03803	ALCOY/ALCOI	ALICANTE	-0.475252	38.703639	1
B03498540	CL	CAPITA LAGIER	8		03202	ELCHE/ELX	ALICANTE	-0.695512	38.267165	1
B03507845	CL	ZURBANO	76	8 2	28010	MADRID	MADRID	-3.693008	40.43693	1
B03508470	AV	GANDIA	25		03700	DENIA	ALICANTE	0.098395	38.841438	1
B03514783	CL	ANTONINO VERA	24	E 12	03600	ELDA	ALICANTE	-0.792443	38.478008	1
B03519584	CL	CINCUENTA	14	BAJO	03008	ALICANTE/ALACANT	ALICANTE	-0.512306	38.328962	1
B03521440	CL	ZOA	38		03182	TORREVIEJA	ALICANTE	-0.677634	37.978716	1
B03529468	AV	COMUNITAT VALENCIANA	7		03503	BENIDORM	ALICANTE	-0.113233	38.549041	1
B03538931	AV	ILLICE TORRELLANO	22		03320	TORRELLANO	ALICANTE	-0.58837377	38.29282687	6
B03578283	CL	VICENTE FUENTES SANSANO	28	B	03205	ELCHE/ELX	ALICANTE	-0.715306	38.269769	1
B03587532	CL	ALFONSO XIII	2		03203	ELCHE/ELX	ALICANTE	-0.694689	38.265716	1
B03595154	CL	SANT PERE	26	BAJO	03590	ALTEA	ALICANTE	-0.052171	38.594107	1
B03651007	CL	PINTOR SOROLLA	6		03409	CAÑADA	ALICANTE	-0.813757	38.674647	1
B03658275	PD	TRAVESSES	2		03779	MIRAFLOR (ELS POBLETS)	ALICANTE	0.01786126	38.85477491	5
B03676897	CL	CONDESTABLE ZARAGOZA	25		03501	BENIDORM	ALICANTE	-0.131921	38.534932	1
B03700911	CL	VELAZQUEZ	16		03690	SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG	ALICANTE	-0.52307	38.394381	1
B03706090	CL	BRITANIA	33	2 A	03540	ALICANTE/ALACANT	ALICANTE	-0.421955	38.370659	1
B03715943	CL	LLANO DE LA FRONTERA	10		03725	TEULADA	ALICANTE	0.10613815	38.72235749	5
B03722824	CL	COMUNITAT VALENCIANA	3	1 B	03440	IBI	ALICANTE	-0.58761913	38.622544	5
B03740974	CL	L'ARQUITECTE SANTIAGO PEREZ ARACIL	14	BAJO	03203	ELCHE/ELX	ALICANTE	-0.673708	38.265293	1
B03748944	CL	SANTA RITA TORRELLANO	5		03320	TORRELLANO	ALICANTE	-0.58837377	38.29282687	6
B03749769	CL	VALENCIA	4		03450	BANYERES DE MARIOLA	ALICANTE	-0.655642	38.718704	1
B03754256	CL	CERVANTES	40		03660	NOVELDA	ALICANTE	-0.75895	38.385391	1
B03757002	CL	ARQUITECTO GUARDIOLA	27	EN	03007	ALICANTE/ALACANT	ALICANTE	-0.498426	38.340083	1
B03758711	CL	SAN FERNANDO	24		03150	DOLORES	ALICANTE	-0.765961	38.138447	1
B03759909	LG	ESCORREDOR	3	NAVE 2	03150	DOLORES	ALICANTE	-0.75381388	38.1390604	5
B03762333	CL	JOSE MARIA PEMAN	11	1 C	03600	ELDA	ALICANTE	-0.792706	38.476914	1
B03765708	CL	GAMBO HOTEL AVENIDA	2		03503	ALMAFRA (BENIDORM)	ALICANTE	-0.09666802	38.5444794	6
B03765781	CL	PINTOR APARICIO	18	C 1 C	03003	ALICANTE/ALACANT	ALICANTE	-0.490757	38.340523	1
B03767753	CL	LLANTERNER	2		03725	TEULADA	ALICANTE	0.094035	38.728444	1
B03768660	CL	CALITXE	4		03690	PLA CONTXETA	ALICANTE	-0.512835	38.413059	1
B03782224	AV	MAR	6	B	03193	SAN MIGUEL DE SALINAS	ALICANTE	-0.785825	37.977406	1
B03782257	CL	PEPE BALDO	4		03313	BARRIO CARRETERA HURCHILLO	ALICANTE	-0.938912	38.074132	1
B03797214	CL	FRANCISCO ALONSO	20		03600	ELDA	ALICANTE	-0.790571	38.48037	1
B03798816	CL	DOCTOR CARO	18	4	03201	ELCHE/ELX	ALICANTE	-0.700994	38.2662	1
B03802345	PD	PARTIDA SANTA AGUEDA			03158	CATRAL	ALICANTE	-0.81700376	38.156909	5
B03821667	CL	SAN LORENZO	2		03829	L'ALQUERIA D'ASNAR	ALICANTE	-0.424777	38.772084	1
B03823051	CL	EMERITO MAESTRE	18		03600	ELDA	ALICANTE	-0.799568	38.475547	1
B03824331	CR	CATRAL	2		03360	SAN JOSE (CALLOSA DE SEGURA)	ALICANTE	-0.834358	38.143135	1
B03829702	CL	SANTO CRISTO	14		03160	ALMORADI	ALICANTE	-0.794402	38.109734	1
B03830767	CL	MADRE MATILDE NAREJOS	3		03350	COX	ALICANTE	-0.887014	38.138868	1
B03834454	CL	DOCTOR CARO	91		03201	ELCHE/ELX	ALICANTE	-0.700963	38.269741	1
B03834678	BO	AUTZAGANA			48340	AUTZAGANA	VIZCAYA	-2.719074	43.243331	3
B03839867	AV	GENERAL MARVA	32	EL	03004	ALICANTE/ALACANT	ALICANTE	-0.492111	38.348372	1
B03844800	CL	MAJOR	6		03440	IBI	ALICANTE	-0.575922	38.62696	1
