REG_NUMBER	NUMBER_OF_BRANCHES	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	COORDINATE_X	COORDINATE_Y	PRECISION	BRANCH_STREET_TYPE	BRANCH_STREET_NAME	BRANCH_STREET_NUMBER	BRANCH_STREET_OTHER	BRANCH_ZIP_CODE	BRANCH_TOWN	BRANCH_PROVINCE	BRANCH_COORDINATE_X	BRANCH_COORDINATE_Y	BRANCH_PRECISION
B45440047	2	CL	ARROYUELO MEDIO	54		45710	MADRIDEJOS	TOLEDO	-3.536012700	39.472641000	1	CL	ARROYUELO MEDIO	54		45710	MADRIDEJOS	TOLEDO			
B45445566	1	CL	REAL DEL ARRABAL	1		45003	TOLEDO	TOLEDO	-4.024555400	39.861013100	1	CL	REAL DEL ARRABAL	1		45003	TOLEDO	TOLEDO			
B45445913	1	CL	CUESTA DE CARLOS V	7	45001	45001	TOLEDO	TOLEDO	-4.021376600	39.857587600	21	CL	MARQUES DE MENDIGORRIA	14	ESC E PLANTA 1	45003	TOLEDO	TOLEDO			
B45446424	1	CL	UVA	11		45840	PUEBLA DE ALMORADIEL (LA)	TOLEDO	-3.108395300	39.599107700	1	CL	UVA	11		45840	PUEBLA DE ALMORADIEL (LA)	TOLEDO			
B45448206	1	PZ	ESPAÑA	11		45240	ALAMEDA DE LA SAGRA	TOLEDO	-3.797131000	40.013641000	1	AV	DOCTOR FLEMING	21	B C	45210	YUNCOS	TOLEDO	-3.878214	40.092716	1
B45450152	1	PS	RECAREDO	1		45002	TOLEDO	TOLEDO	-4.032915000	39.859238000	1	PG	19 PARC	55	RUSTICA	45214	CEDILLO DEL CONDADO	TOLEDO	-3.928889	40.091458	6
B45455425	1	PZ	HERMANOS FERNANDEZ CRIADO	4		45200	ILLESCAS	TOLEDO	-3.848741000	40.124687900	5	PZ	HERMANOS FERNANDEZ CRIADO	4	LOCAL	45200	ILLESCAS	TOLEDO			
B45458759	1	CL	RAFAEL ALBERTI	5		45690	PUEBLANUEVA (LA)	TOLEDO	-4.676150000	39.915480600	1	CL	RAFAEL ALBERTI	5		45690	PUEBLANUEVA (LA)	TOLEDO			
B45461688	1	CL	DE SAN FRANCISCO	15		45710	MADRIDEJOS	TOLEDO	-3.534543200	39.467060400	1	CL	SAN FRANCISCO	15	BAJO	45710	MADRIDEJOS	TOLEDO			1
B45464633	1	AV	PIO XII	1	6 G	45600	TALAVERA DE LA REINA	TOLEDO	-4.819333000	39.963979000	1	CL	BARRIO SAN JUAN	5	5 B	45600	TALAVERA DE LA REINA	TOLEDO	-4.827763	39.963540	1
B45465853	1	CR	SANTA OLALLA CARPIO DE TAJO	S/N	KM 7 700	45531	CARMENA	TOLEDO	-4.395694860	39.933857633	22	CR	SANTA OLALLA CARPIO DE TAJO	s/n	KM 7	45531	CARMENA	TOLEDO			
B45469756	1	CR	MADRID - TOLEDO	S/N	KM 62.500 - CAÑADAS DE BARGAS	45280	OLIAS DEL REY	TOLEDO	-4.000390900	39.957885700	21	CL	TALLER DEL MORO	9		45002	TOLEDO	TOLEDO			
B45476389	1	PS	DEL CRISTO	9		45840	PUEBLA DE ALMORADIEL (LA)	TOLEDO	-3.113874000	39.597818000	12	CL	LAS PERDICES	5		45840	PUEBLA DE ALMORADIEL (LA)	TOLEDO			
B45479466	1	CR	NAVALPINO	47	500	45150	NAVAHERMOSA	TOLEDO	-4.435759600	39.643477000	22	CR	NAVALPINO	s/n	KM 47 5	45150	NAVAHERMOSA	TOLEDO	-4.463723	39.637692	
B45490471	1	CL	HERMANOS MACHADO	6		45114	MAZARAMBROZ	TOLEDO	-4.019619000	39.694358000	1	CL	HERMANOS MACHADO	4		45114	MAZARAMBROZ	TOLEDO	-4.019295	39.694487	1
B45492899	1	AV	MADRID	25		45600	TALAVERA DE LA REINA	TOLEDO	-4.811976900	39.963322000	1	AV	AV MADRID 25	s/n		45600	TALAVERA DE LA REINA	TOLEDO			
B45501988	1	AV	CASTILLA LA MANCHA	25		45200	ILLESCAS	TOLEDO	-3.847581300	40.122339000	1	AV	CASTILLA LA MANCHA	25		45200	ILLESCAS	TOLEDO			
B45503034	1	CL	EMPEDRADA	4		45950	CASARRUBIOS DEL MONTE	TOLEDO	-4.043075000	40.184201000	1	CL	EMPEDRADA	2	B	45950	CASARRUBIOS DEL MONTE	TOLEDO	-4.042191	40.184038	1
B45507860	1	CL	GUERRERO MALAGON	22		45480	URDA	TOLEDO	-3.712958400	39.410811000	1	CL	GUERRERO MALAGON	22		45480	URDA	TOLEDO			
B45511763	1	CL	PLOMO	39		45222	BOROX	TOLEDO	-3.722064050	40.051638160	6	CL	OTOÑO	45		28500	ARGANDA	MADRID	-3.474501	40.310994	5
B45512787	1	CR	TORRIJOS	35		45510	FUENSALIDA	TOLEDO	-4.215390200	40.042797000	1	CR	TORRIJOS	35		45510	FUENSALIDA	TOLEDO			21
B45515665	1	CL	CASILLA DE DOLORES	31	POLIGONO ALBARDIALES	45340	ONTIGOLA	TOLEDO	-3.590187300	39.991380500	1	AV	PLAZA DE TOROS	65		28300	ARANJUEZ	MADRID			
B45521267	1	CR	ALCAZAR QUINTANAR	S/N	KM 21 300	45830	MIGUEL ESTEBAN	TOLEDO	-3.103988834	39.515069798	22	KA	QUINTANAR ALCAZAR KM 21,200	s/n		45830	MIGUEL ESTEBAN	TOLEDO			
B45526548	1	CL	ALFONSO VI	8		45700	CONSUEGRA	TOLEDO	-3.605446300	39.456043000	1	CL	ALFONSO VI	8		45700	CONSUEGRA	TOLEDO			
B45533551	1	CR	MAZARAMBROZ	S/N		45110	AJOFRIN	TOLEDO	-4.000734779	39.725470156	21	CR	MAZARAMBROZ	2		45110	AJOFRIN	TOLEDO			
B45542297	4	CL	SEVILLANAS	12	2 D	45300	OCAÑA	TOLEDO	-3.500462000	39.959441000	1	CL	BOTICA VIEJA	4		45270	MOCEJON	TOLEDO	-3.917679	39.939195	1
B45542297	4	CL	SEVILLANAS	12	2 D	45300	OCAÑA	TOLEDO	-3.500462000	39.959441000	1	CL	MORA	6		45740	VILLASEQUILLA	TOLEDO	-3.729567	39.874506	1
B45542297	4	CL	SEVILLANAS	12	2 D	45300	OCAÑA	TOLEDO	-3.500462000	39.959441000	1	CL	REAL	124	2 A	13770	VISO DEL MARQUES	CIUDAD REAL	-3.560241	38.520323	1
B45542297	4	CL	SEVILLANAS	12	2 D	45300	OCAÑA	TOLEDO	-3.500462000	39.959441000	1	PS	ANGELA ROSA DE SILVA	3		16410	HORCAJO DE SANTIAGO	CUENCA	-2.998877	39.844586	1
B45545753	1	CL	JARDINES	2		45600	TALAVERA DE LA REINA	TOLEDO	-4.822348000	39.971238000	1	CL	JARDINES	8		45600	TALAVERA DE LA REINA	TOLEDO	-4.823091	39.971019	1
B45546025	1	CL	OSCAR ESPLA	95		45638	PRADO DEL ARCA	TOLEDO	-4.788007190	40.020789310	5	CR	NACIONAL V		KM 107	45683	CAZALEGAS	TOLEDO	-4.702866	40.000371	5
B45552643	1	CL	TOLEDO	S/N		45400	MORA	TOLEDO	-3.777718200	39.690192350	7	CR	TOLEDO SN	s/n		45400	MORA	TOLEDO	-3.782017	39.693323	
B45573755	2	CL	ZURBANO	45	1º	28010	MADRID	MADRID	-3.693481500	40.434146400	1	CL	JOSE LUIS GALLO	1	1 4	45600	TALAVERA DE LA REINA	TOLEDO			
B45573755	2	CL	ZURBANO	45	1º	28010	MADRID	MADRID	-3.693481500	40.434146400	1	FN	PARAJE CIRUJANO	s/n		45690	PUEBLANUEVA (LA)	TOLEDO			
B45579091	1	CJ	FUENTE	5		45470	LOS YEBENES	TOLEDO	-3.870195000	39.581810000	1	CL	ORGAZ	38		45400	MORA	TOLEDO	-3.777794	39.683470	1
B45579679	1	CL	CUERVA	6		45100	SONSECA	TOLEDO	-3.974967000	39.677288000	3	CR	MAZARAMBROZ	6		45100	SONSECA	TOLEDO	-3.972061	39.680457	1
B46000949	1	CL	MAJOR	21		46450	BENIFAIO	VALENCIA	-0.426372600	39.285041900	1	AV	ESPIOCA	s/n		46460	SILLA	VALENCIA			
B46001392	1	CL	GARRIGUES	8	VALENCIA	46001	VALENCIA	VALENCIA	-0.379043300	39.471116200	1	CL	GARRIGUES	8	1	46001	VALENCIA	VALENCIA			
B46001863	1	CL	OLIVERETA	28	BAJO	46018	VALENCIA	VALENCIA	-0.396314600	39.472591400	1	CL	OLIVERETA	28	BAJO	46018	VALENCIA	VALENCIA			
B46005351	1	CL	SORNI	3		46004	VALENCIA	VALENCIA	-0.369617000	39.470298000	1	PL	JOAN DE VILA-RASA	10	46	46001	VALENCIA	VALENCIA	-0.380552	39.473779	1
B46011987	1	CL	CASTELLON	2		46004	VALENCIA	VALENCIA				CL	CASTELLON	2	2	46004	VALENCIA	VALENCIA			
B46039079	1	CL	LA BERNIA	19	POL INDUSTRIAL	46529	CANET D EN BERENGUER	VALENCIA	-0.226414000	39.684439400	1	AV	MEDITERRANEO	79		46500	SAGUNTO	VALENCIA	-0.212393	39.660153	1
B46041935	1	AV	ARAGO	12	A 01	46021	VALENCIA	VALENCIA	-0.359104000	39.469204000	1	AV	SANT JOSEP DE LA MUNTANYA	12		46008	VALENCIA	VALENCIA	-0.393383	39.474455	1
B46044129	1	CL	RAMON Y CAJAL	6	B	46530	PUÇOL	VALENCIA				CL	RAMON Y CAJAL	6	B	46530	PUÇOL	VALENCIA			
B46046298	2	AV	URUGUAY TRR CLUB MEDICO		L B	03502	BENIDORM	ALICANTE	-0.152733130	38.560660800	6	AV	NICARAGUA	2		03502	BENIDORM	ALICANTE	-0.136741	38.538604	1
B46046298	2	AV	URUGUAY TRR CLUB MEDICO		L B	03502	BENIDORM	ALICANTE	-0.152733130	38.560660800	6	CL	LA VILA JOIOSA	3		03530	LA NUCIA	ALICANTE	-0.135008	38.598994	1
B46047627	1	CL	METGE EN JOAN GARCES 43	S/N		46400	CULLERA	VALENCIA	-0.253646000	39.161046000	12	CL	METGE EN JOAN GARCES 43	s/n		46400	CULLERA	VALENCIA			
B46052080	2	CL	DOCTOR FLEMING	21		46410	SUECA	VALENCIA	-0.312017400	39.196652300	1	CL	DOCTOR FLEMING	21		46410	SUECA	VALENCIA			
B46052080	2	CL	DOCTOR FLEMING	21		46410	SUECA	VALENCIA	-0.312017400	39.196652300	1	CL	RIBERA BAIXA	4	POL. INDUSTRIAL DE FAVARA	46614	FAVARA	VALENCIA	-0.287034	39.130488	
B46052189	1	CR	NACIONAL III	S/N	KM 280,680	46340	REQUENA	VALENCIA				CL	CHERA	20		46340	REQUENA	VALENCIA			
B46058475	1	PG	ALBEREDA	12	EN 1	46010	VALENCIA	VALENCIA	-0.364732000	39.474727000	1	UR	LES MOTES			46730	GRAU I PLATJA	VALENCIA	-0.172676	39.009725	3
B46066270	1	CR	CARRETERA PLA	S/N		46117	BETERA	VALENCIA	-0.476011481	39.586135562	22	CR	CARRETERA PLA	s/n		46117	BETERA	VALENCIA			
B46074480	1	CL	DOCTOR NICASI BENLLOCH	68	DERECHA	46015	VALENCIA	VALENCIA	-0.395511000	39.490917000	1	CL	DOCTOR NICASI BENLLOCH	74	BAJO	46015	VALENCIA	VALENCIA	-0.395903	39.491331	1
B46092631	1	CR	NACIONAL 332 KM 251,240 POL IND	S/N		46469	BENIPARRELL	VALENCIA				CR	NACIONAL 332 KM 251,240 POL IND	s/n		46469	BENIPARRELL	VALENCIA			
B46125712	1	AV	SUECIA	31	BAJO	46010	VALENCIA	VALENCIA	-0.358779000	39.475962000	1	CL	JOVELLANOS	3		46003	VALENCIA	VALENCIA	-0.369996	39.475027	1
B46130456	1	PS	GERMANIAS	22	2 3	46700	GANDIA	VALENCIA	-0.182013000	38.965439000	15	PS	GERMANIAS	22	2º PUERTA 3	46700	GANDIA	VALENCIA			
B46143806	1	AV	DE DANIEL GIL	36		46870	ONTINYENT	VALENCIA	-0.601574000	38.823195000	1	AV	VALENCIA			46812	AIELO DE MALFERIT	VALENCIA	-0.583051	38.878035	3
B46145827	1	CL	COLON		5 8	46004	VALENCIA	VALENCIA	-0.374728000	39.466990000	3	CL	FELIPE VALLS	85		46035	BENIMAMET-BENIFERRI	VALENCIA	-0.420160	39.503178	1
B46151866	1	AV	DEL TEXTIL	39	1 - OFICINA 4	46870	ONTINYENT	VALENCIA	-0.581716400	38.829526000	1	PG	PLA DEL TELERS	48		46870	ONTINYENT	VALENCIA	-0.576785	38.831476	1
B46158051	1	CL	TRES FORQUES	131		46014	VALENCIA	VALENCIA	-0.404133500	39.463472600	1	CL	TRES FORQUES	131		46014	VALENCIA	VALENCIA			1
B46179313	1	CL	PLIND	3	11 NAVE 4	46120	ALBORAYA	VALENCIA	-0.339473116	39.500528531	22	CL	PALLETERS	4	POLIGONO III	46120	ALBORAYA	VALENCIA			
B46186300	1	AV	GUADASUAR	11	13	46690	ALCUDIA DE CRESPINS (L)	VALENCIA	-0.601672957	38.971215382	22	AV	GUADASUAR	s/n	13	46250	ALCUDIA (L)	VALENCIA			
B46188819	1	CL	DEL DOS DE MAIG	67	BAJO	46870	ONTINYENT	VALENCIA	-0.604771000	38.823584000	1	PZ	DEL MUSIC VICENT RODRIGUEZ	4		46870	ONTINYENT	VALENCIA	-0.605734	38.823812	1
B46191581	1	CL	MAYOR	18	, 1º PISO PUERTA 4ª	46960	ALDAIA	VALENCIA	-0.462828800	39.465112700	1	CL	MAYOR 18   1   PUERTA 4	18	1 PISO  PUERTA 4	46960	ALDAIA	VALENCIA			
B46192852	1	CL	BROSQUILL	16	PLIND EL PUIG	46540	PUIG	VALENCIA	-0.285980500	39.587705700	1	CL	BROSQUILL	16	PLIND EL PUIG	46540	PUIG	VALENCIA			
B46200887	1	PG	CIUTADELLA	3	BAJO	46003	VALENCIA	VALENCIA	-0.369203000	39.475109000	1	CL	MAYOR	31	1 C	12001	CASTELLON	CASTELLON	-0.036820	39.985388	1
B46204160	3	CL	MITJERA	2	PLIND DEL MEDITERRANE	46550	ALBUIXECH	VALENCIA	-0.306820800	39.547031000	1	AV	TARRAGONA - PG LES FONTS	179		08720	VILAFRANCA DEL PENEDES	BARCELONA			
B46204160	3	CL	MITJERA	2	PLIND DEL MEDITERRANE	46550	ALBUIXECH	VALENCIA	-0.306820800	39.547031000	1	CL	MITJERA - PG DEL MEDITERRANEO	2		46550	ALBUIXECH	VALENCIA			
B46204160	3	CL	MITJERA	2	PLIND DEL MEDITERRANE	46550	ALBUIXECH	VALENCIA	-0.306820800	39.547031000	1	PG	SON LLAUT	s/n	PARCELA 55 LOCAL 1	07320	SANTA MARIA DEL CAMI	ILLES BALEARS			
B46204202	1	PG	VARA DE QUART DELS TRAGINERS	1		46014	VALENCIA	VALENCIA	-0.406333000	39.462669000	15	CL	DELS TRAGINERS	1		46014	VALENCIA	VALENCIA			
B46211819	1	CR	VALENCIA ADEMUZ	S/N	KM 23	46160	LLIRIA	VALENCIA	-0.637065698	39.663444097	22	CR	VALENCIA ADEMUZ KM. 23	300		46160	LLIRIA	VALENCIA			
B46211827	1	AV	SANTS DE LA PEDRA	71		46500	SAGUNTO/SAGUNT	VALENCIA	-0.278289000	39.682536000	1	PG	PETXINA	34	BJIZ	46008	VALENCIA	VALENCIA	-0.391961	39.476730	1
B46218004	1	CL	JOAQUIN MARIN	10		46035	VALENCIA	VALENCIA	-0.423163900	39.501895900	1	CL	JOAQUIN MARIN	10		46035	VALENCIA	VALENCIA			
B46220083	1	AV	EPIOCA	S/N		46460	SILLA	VALENCIA	-0.401701825	39.360373312	22	AV	ESPIOCA	143	PG IND	46460	SILLA	VALENCIA			
B46220612	1	CL	CONVENT DE SANTA CLARA	12	B 3 8	46002	VALENCIA	VALENCIA	-0.376642000	39.468313000	1	CL	C	12	3 8	46002	VALENCIA	VALENCIA	-0.375359	39.470225	6
B46223624	1	CL	MOSEN FEBRER	32	BAJO	46017	VALENCIA	VALENCIA	-0.387283000	39.451640600	4	PJ	DOCTOR BARTUAL MORET	7	18	46010	VALENCIA	VALENCIA			
B46223913	1	CL	REUS	34	BAJO	46009	VALENCIA	VALENCIA	-0.379953200	39.485509800	4	CL	REUS	34	BAJO	46009	VALENCIA	VALENCIA			
B46226098	1	CL	MARQUES DEL TURIA	26	12	46005	VALENCIA	VALENCIA	-0.370534000	39.466013000	1	CL	CIRIL AMOROS	27	4 D	46004	VALENCIA	VALENCIA	-0.372344	39.467018	1
B46229480	1	AV	L HORTA	1	BAJA A	46120	ALBORAYA	VALENCIA	-0.321853800	39.508137400	1	AV	HUERTA 1	s/n		46120	ALBORAYA	VALENCIA			
B46233409	1	CR	UTIEL A SINARCAS	S/N	KM 0.3	46300	UTIEL	VALENCIA	-1.168641717	39.587634197	22	CR	UTIEL A SINARCAS	s/n	KM 0.3	46300	UTIEL	VALENCIA			22
B46239711	1	CL	EDUARDO BOSCA	21	1	46023	VALENCIA	VALENCIA	-0.357346300	39.464930500	1	CL	EDUARDO BOSCA	21	1 1	46023	VALENCIA	VALENCIA			
B46254793	1	CL	MAJOR	11		46701	GANDIA	VALENCIA	-0.181098100	38.968056700	1	CL	MAJOR	11		46701	GANDIA	VALENCIA			
B46258398	2	CL	BAJADA DE LA ESTACION	6		46800	XATIVA	VALENCIA				CL	BAJADA ESTACION	6	BJ	46800	XATIVA	VALENCIA			
B46258398	2	CL	BAJADA DE LA ESTACION	6		46800	XATIVA	VALENCIA				CL	CORREOS	6		46600	ALZIRA	VALENCIA			
B46260543	1	CL	CONVENTO DE SAN FRANCISCO	8		46002	VALENCIA	VALENCIA				CL	CONVENTO DE SAN FRANCISCO	8		46002	VALENCIA	VALENCIA			
B46287041	1	CL	BENITO PEREZ GALDOS	31		46960	ALDAIA	VALENCIA	-0.469678000	39.468872000	1	CL	BENITO PEREZ GALDOS	21	BAJO	46960	ALDAIA	VALENCIA	-0.469564	39.467825	1
B46292009	1	CL	ALBACETE	23	EN C	46007	VALENCIA	VALENCIA	-0.384122000	39.463175000	1	CL	GUILLEM DE CASTRO	33	EN 1	46007	VALENCIA	VALENCIA	-0.381963	39.469000	1
B46295390	1	AV	ANTONIO ALMELA	36	42	46250	ALCUDIA (L)	VALENCIA	-0.503608500	39.196708300	1	AV	ANTONIO ALMELA	36	42	46250	ALCUDIA (L)	VALENCIA			
B46296398	1	CL	MAESTRO PALAU	7		46008	VALENCIA	VALENCIA	-0.384795600	39.471286400	1	CL	MAESTRO PALAU	7		46008	VALENCIA	VALENCIA			
B46349890	1	CL	COLON	30	VALENCIA	46004	VALENCIA	VALENCIA	-0.372757100	39.468415050	4	CL	COLON	30		46004	VALENCIA	VALENCIA			
B46364931	1	CL	ENRIC VALOR	8	BAJO 2	46870	ONTINYENT	VALENCIA	-0.603187900	38.818012300	1	CL	ENRIC VALOR	8	BAJO 2	46870	ONTINYENT	VALENCIA	-0.603188	38.818012	1
B46366910	1	AV	MARE DE DEU DELS DESAMPARATS	6		46550	ALBUIXECH	VALENCIA	-0.322255500	39.544602400	1	AV	MARE DE DEU DELS DESAMPARATS	6		46550	ALBUIXECH	VALENCIA			
B46368981	2	CL	VILLA DE MADRID	51	POLIGONO INDUSTRIAL FUENTE	46980	PATERNA	VALENCIA	-0.467165200	39.517795600	1	CL	CARRETERA ADEMUZ A VALENCIA	s/n	KM 13	46980	PATERNA	VALENCIA			
B46368981	2	CL	VILLA DE MADRID	51	POLIGONO INDUSTRIAL FUENTE	46980	PATERNA	VALENCIA	-0.467165200	39.517795600	1	CL	VILLA DE MADRID	53	POLIGONO INDUSTRIA  PATERNA	46980	PATERNA	VALENCIA			
B46374096	1	AV	MIGUEL HERNANDEZ	3		46960	ALDAIA	VALENCIA				AV	MIGUEL HERNANDEZ	3		46960	ALDAIA	VALENCIA			
B46387486	1	PZ	DEL AYUNTAMIENTO	27		46002	VALENCIA	VALENCIA	-0.376383300	39.469060800	1	PZ	AYUNTAMIENTO	26	35	46002	VALENCIA	VALENCIA			
B46412474	1	AV	G V MARQUES TURIA	65	11	46005	VALENCIA	VALENCIA	-0.366917000	39.468116900	1	AV	MARQUES DEL TURIA	65	3º - 11	46005	VALENCIA	VALENCIA			
B46419875	1	AV	CAMPANAR	106	6 12	46015	VALENCIA	VALENCIA	-0.393992000	39.479622000	1	CL	MAESTRO GINER	31	BAJO 2	46100	BURJASSOT	VALENCIA	-0.410022	39.504998	1
B46422713	1	AV	ARAGON	12	ESC A	46021	VALENCIA	VALENCIA	-0.358960600	39.469260200	1	AV	ARAGON	12	2 A A 1	46021	VALENCIA	VALENCIA			
B46441937	1	CL	NATURALISTA RAFAEL CISTERNAS	4	4 7	46010	VALENCIA	VALENCIA	-0.360483000	39.473622000	1	PG	ALBEREDA	1	9 23	46010	VALENCIA	VALENCIA	-0.366480	39.476731	1
B46444154	1	CL	GABRIEL CISCAR	103	BAJO	46780	OLIVA	VALENCIA	-0.115458000	38.916121900	1	CL	GABRIEL CISCAR	103	BAJO	46780	OLIVA	VALENCIA			
B46463204	2	CL	FELIPE VALLS	67		46035	VALENCIA	VALENCIA	-0.419564600	39.502243300	1	CL	FELIPE VALLS	67		46035	VALENCIA	VALENCIA			
B46463204	2	CL	FELIPE VALLS	67		46035	VALENCIA	VALENCIA	-0.419564600	39.502243300	1	CL	PINTOR GARNELO	3		46035	VALENCIA	VALENCIA			
B46466215	1	CL	MANYA	5		46009	VALENCIA	VALENCIA	-0.374448000	39.482776000	1	CL	MANYA	50		46009	VALENCIA	VALENCIA	-0.372811	39.483638	5
B46470118	1	CL	CIUDAD DEL FERROL	19		46980	PATERNA	VALENCIA				CL	CIUDAD DEL FERROL	19		46980	PATERNA	VALENCIA			1
B46472411	1	CR	ESCRIVA	21		46007	VALENCIA	VALENCIA	-0.385620000	39.457948000	1	CR	ESCRIVA	24	BAJO	46007	VALENCIA	VALENCIA	-0.385766	39.458077	1
B46472734	1	CL	TINTORERS	10	POLIGONO MASIA JUEZ	46900	MASIA DEL JUEZ	VALENCIA	-0.483608000	39.440661000	1	CR	MAS DEL JUTGE	10		46900	TORRENT	VALENCIA	-0.479768	39.438569	1
B46473187	1	CL	BARCELONA	11	2 2	46003	VALENCIA	VALENCIA	-0.371991000	39.471748000	1	CL	PINTOR PEIRO	9		46010	VALENCIA	VALENCIA	-0.364188	39.475238	1
B46481404	1	CL	COLON	12	9	46004	VALENCIA	VALENCIA	-0.373998800	39.467547600	1	CL	COLON	12	9	46004	VALENCIA	VALENCIA			
B46574091	1	CL	PUJADETA DEL SORD	70		46960	ALDAIA	VALENCIA	-0.468946300	39.470254500	3	CL	PUJADETA DEL SORD	70		46960	ALDAIA	VALENCIA			
B46579850	1	PD	MILARIA	S/N		46640	MOGENTE	VALENCIA				PD	MILARIA	s/n		46640	MOGENTE	VALENCIA			
B46616009	1	PS	RUZAFA	6	BJ	46002	VALENCIA	VALENCIA	-0.375470150	39.468637050	5	CL	RUZAFA	6	BJ 10	46004	VALENCIA	VALENCIA			
B46622619	1	CL	AMADEO AGUILAR LABORDA	5	BAJO	46970	ALAQUAS	VALENCIA	-0.460432500	39.456334200	1	CL	AMADEO AGUILAR LABORDA	5	BAJO	46970	ALAQUAS	VALENCIA			
B46630513	1	AV	MAR	34		46713	BELLREGUARD	VALENCIA	-0.159617650	38.947413300	5	AV	MAR	34		46713	BELLREGUARD	VALENCIA			5
B46635892	1	CL	FELIPE SALVADOR	10		46022	VALENCIA	VALENCIA	-0.338857100	39.462708300	1	CL	FELIPE SALVADOR	10		46022	VALENCIA	VALENCIA			
B46638532	2	AV	BLASCO IBAÑEZ	37	BJ	46111	ROCAFORT	VALENCIA	-0.413120900	39.537488400	1	AV	BLASCO IBAÑEZ	37		46111	ROCAFORT	VALENCIA			
B46638532	2	AV	BLASCO IBAÑEZ	37	BJ	46111	ROCAFORT	VALENCIA	-0.413120900	39.537488400	1	CL	PUIG DE SANTA MARIA 9 PG INDUSTRIAL CANTAVELLA	s/n		46135	ALBALAT DELS SORELLS	VALENCIA			
B46640066	1	PZ	ESPAÑA	3	1 1 A	46970	ALAQUAS	VALENCIA	-0.461425800	39.457210900	1	PZ	ESPAÑA	3	1 -1 A	46970	ALAQUAS	VALENCIA			
B46641262	2	UR	SANTA BARBARA	100		46111	ROCAFORT	VALENCIA				AV	AUSIAS MARCH	184		46026	VALENCIA	VALENCIA			
B46641262	2	UR	SANTA BARBARA	100		46111	ROCAFORT	VALENCIA				UR	SANTA BARBARA	100		46111	ROCAFORT	VALENCIA			
B46658654	1	PS	COLON	37		46760	TAVERNES DE LA VALLDIGNA	VALENCIA	-0.262413300	39.070674900	1	PS	COLON	37		46760	TAVERNES DE LA VALLDIGNA	VALENCIA			
B46662359	1	BO	HOSTAL NOU	S/N		12300	MORELLA	CASTELLON	-0.069279872	40.502379307	21	CL	BO HOSTAL NOU	s/n		12300	MORELLA	CASTELLON			
B46667986	1	CL	JOANOT MARTORELL	6		46530	PUÇOL	VALENCIA	-0.312687000	39.618314000	1	CL	ALACANT	30		46530	PUÇOL	VALENCIA	-0.307324	39.615757	1
B46676284	2	CL	BOVALAR	25	27 POLIGONO INDUSTRIAL LA FIGUERA	46970	ALAQUAS	VALENCIA	-0.470187500	39.452671900	1	CL	DOCTOR FLEMING	43		46970	ALAQUAS	VALENCIA			
B46676284	2	CL	BOVALAR	25	27 POLIGONO INDUSTRIAL LA FIGUERA	46970	ALAQUAS	VALENCIA	-0.470187500	39.452671900	1	CM	DEL BOBALAR	25	PG IND LA FIGUERA	46970	ALAQUAS	VALENCIA			
B46678645	1	AV	MARQUES DE SOTELO	5	A 8	46002	VALENCIA	VALENCIA	-0.376865000	39.468570000	1	AV	ISLAS CANARIAS C C MARETA	14		35509	TEGUISE	LAS PALMAS	-13.554910	29.065302	5
B46684395	1	CL	CEFIRO (PGO. IND. LOS VIENTOS)	3	5	46119	POLIGONO INDUSTRIAL LOS VIENTOS	VALENCIA	-0.393434000	39.595990000	1	CL	MARQUESA DE PATERNA DEL CAMPO	22		46025	VALENCIA	VALENCIA	-0.391696	39.500300	1
B46690475	1	CL	ARZOBISPO FABIAN Y FUERO	52	BJ	46110	GODELLA	VALENCIA	-0.415005800	39.522424400	1	CL	ARZOBISPO FABIAN Y FUERO	52	BAJO	46110	GODELLA	VALENCIA			
B46691747	2	CL	RIO GENIL	14	BJ IZQD	46019	VALENCIA	VALENCIA	-0.370038300	39.502172000	1	CL	RIO GENIL	14		46019	VALENCIA	VALENCIA	-0.370029	39.502180	1
B46691747	2	CL	RIO GENIL	14	BJ IZQD	46019	VALENCIA	VALENCIA	-0.370038300	39.502172000	1	CL	SAN PEDRO	53		46011	VALENCIA	VALENCIA			1
B46692018	2	CL	FRANCISCO PEREZ	S/N		16700	SISANTE	CUENCA	-2.202292350	39.410743250	7	CL	ALBORAYA	20	BAJO	03203	ELCHE	ALICANTE			
B46692018	2	CL	FRANCISCO PEREZ	S/N		16700	SISANTE	CUENCA	-2.202292350	39.410743250	7	CL	FRANCISCO PEREZ	s/n		16700	SISANTE	CUENCA			
B46693198	2	AV	RAMON Y CAJAL	97		46470	CATARROJA	VALENCIA	-0.401681300	39.407860200	4	AV	RAMON Y CAJAL	97		46470	CATARROJA	VALENCIA			
B46693198	2	AV	RAMON Y CAJAL	97		46470	CATARROJA	VALENCIA	-0.401681300	39.407860200	4	RD	NORTE INDUSTRIAL	212		46470	CATARROJA	VALENCIA			
B46696423	2	CL	SORNI	6	4 7	46004	VALENCIA	VALENCIA	-0.369497900	39.470196200	1	CL	COLON	35		46004	VALENCIA	VALENCIA			
B46696423	2	CL	SORNI	6	4 7	46004	VALENCIA	VALENCIA	-0.369497900	39.470196200	1	CL	MARTI	7		46005	VALENCIA	VALENCIA			
