REG_NUMBER	NUMBER_OF_BRANCHES	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	COORDINATE_X	COORDINATE_Y	PRECISION	BRANCH_STREET_TYPE	BRANCH_STREET_NAME	BRANCH_STREET_NUMBER	BRANCH_STREET_OTHER	BRANCH_ZIP_CODE	BRANCH_TOWN	BRANCH_PROVINCE	BRANCH_COORDINATE_X	BRANCH_COORDINATE_Y	BRANCH_PRECISION
B95081261	1	CL	ESTARTETXE	19	BJ	48940	LEIOA	BIZKAIA	-2.991211000	43.328464000	14	CL	ESTARTETXE	19		48940	LEIOA	BIZKAIA			
B95087748	1	CL	ITSASBIDE KALEA	30	2 D	48630	ELEXALDE (GORLIZ)	VIZCAYA	-2.936578000	43.413321000	1	CL	TRIBIÑU KALEA			48630	ELEXALDE (GORLIZ)	VIZCAYA	-2.933703	43.411149	3
B95093324	1	CL	LEDESMA	10	3 D P 1	48001	BILBAO	VIZCAYA	-2.928213000	43.262166000	1	PZ	CIRCULAR	3	4	48001	BILBAO	VIZCAYA	-2.927413	43.261463	1
B95095527	3	PQ	CIENTIFICO Y TECNOLOGICO DE BIZAKAIA LAIDA	S/N		48170	ZAMUDIO	BIZKAIA	-2.874934897	43.286981780	22	AV	LEONARDO DA VINCI	22	PARQUE EMPRESARIAL LA CARPETANIA	28906	GETAFE	MADRID			
B95095527	3	PQ	CIENTIFICO Y TECNOLOGICO DE BIZAKAIA LAIDA	S/N		48170	ZAMUDIO	BIZKAIA	-2.874934897	43.286981780	22	CL	MARIA TUBAU	5		28050	MADRID	MADRID			
B95095527	3	PQ	CIENTIFICO Y TECNOLOGICO DE BIZAKAIA LAIDA	S/N		48170	ZAMUDIO	BIZKAIA	-2.874934897	43.286981780	22	CR	CR BILBAO PLENTZIA 31 EDF INBISA	s/n		48950	ERANDIO	BIZKAIA			
B95096046	1	CL	ESTARTETXE	5		48940	LEIOA	BIZKAIA				CL	ESTARTETXE	5		48940	LEIOA	BIZKAIA			
B95102174	2	AV	DEL PARTENON	16	18 , 2º PLANTA	28042	MADRID	MADRID	-3.614491100	40.463624000	1	CL	ALBASANZ	76	4 OFICINA IZQUIERDA	28037	MADRID	MADRID			
B95102174	2	AV	DEL PARTENON	16	18 , 2º PLANTA	28042	MADRID	MADRID	-3.614491100	40.463624000	1	CL	ALCALA	492		28027	MADRID	MADRID			
B95110912	2	CL	COLON DE LARREATEGUI	26	6 H	48009	BILBAO	VIZCAYA	-2.932585000	43.263682000	1	AL	MAZARREDO	6	5 IZQUIERDA	48001	BILBAO	VIZCAYA	-2.929148	43.262698	1
B95110912	2	CL	COLON DE LARREATEGUI	26	6 H	48009	BILBAO	VIZCAYA	-2.932585000	43.263682000	1	CL	SAN VICENTE	8	PBG	48001	BILBAO	VIZCAYA	-2.927926	43.264444	1
B95116273	1	AV	AXPEKO ERRIBERA ETORBIDEA	49	PB 8 B	48950	ALTZAGA (ERANDIO)	VIZCAYA	-2.990282000	43.314935000	1	CL	SANTA TERESA	30		09200	MATILLAS (MIRANDA DE EBRO)	BURGOS	-2.952142	42.691229	1
B95120903	1	AL	MAZARREDO	27		48009	BILBAO	BIZKAIA	-2.930431000	43.266547000	12	CL	AL MAZARREDO	27		48009	BILBAO	BIZKAIA			
B95127031	1	BO	ARETXALDE	71	C	48196	LEZAMA	BIZKAIA	-2.835424161	43.274310277	21	BO	ARETXALDE	71	C	48196	LEZAMA	BIZKAIA			
B95128625	1	CL	BALEJO	7	, LONJA	48903	BARAKALDO	BIZKAIA	-2.983683000	43.284030000	12	CL	INMACULADA	21		48903	BARAKALDO	BIZKAIA			
B95130076	1	CL	RIBERA DE ERANDIO	9		48950	ERANDIO	BIZKAIA				CL	RIBERA DE ERANDIO 9	9		48950	ERANDIO	BIZKAIA			
B95130761	1	CL	MUGURU	2	BAJO	48960	GALDAKAO	BIZKAIA	-2.840916000	43.232587000	12	CL	MUGURU	2	BAJO	48960	GALDAKAO	BIZKAIA			
B95130902	1	AL	RECALDE	47	1 DC HA	48010	BILBAO	VIZCAYA	-2.936248000	43.259722000	1	BO	ANDRAMARIA DE BEGOÑA	1	BAJO	48007	BILBAO	VIZCAYA	-2.912860	43.262326	1
B95133013	1	CL	RODRIGUEZ ARIAS	53	LO NJ A	48011	BILBAO	VIZCAYA	-2.940939000	43.263083000	1	CL	RODRIGUEZ ARIAS	51	U PB 1 D	48011	BILBAO	VIZCAYA	-2.940742	43.263047	1
B95137675	1	BO	LEBARIO	3	EDIF AMBOTO DEPARTAMENTO	48220	ABADIÑO	BIZKAIA	-2.608482600	43.162845300	21	BO	LEBARIO EDIF	3	AMBOTO DEPARTAMENTO	48220	ABADIÑO	BIZKAIA			21
B95139358	1	PS	LANDABARRI BIDEA	42	1 C	48940	LANDABARRI	VIZCAYA	-3.000426000	43.333370000	1	CL	VICENTE BLASCO IBAÑEZ	22		48910	SESTAO	VIZCAYA	-3.002732	43.307752	1
B95140448	3	CL	KALAMUA	8		48004	BILBAO	BIZKAIA				CL	KALAMUA	8		48004	BILBAO	BIZKAIA			
B95140448	3	CL	KALAMUA	8		48004	BILBAO	BIZKAIA				CL	SANTA LUCIA	1	LOCAL, LABORATORIO	48004	BILBAO	BIZKAIA			
B95140448	3	CL	KALAMUA	8		48004	BILBAO	BIZKAIA				PS	OCHARAN MAZAS	7	LOCAL	39700	CASTRO URDIALES	CANTABRIA			
B95144986	1	CL	SANTA CECILIA	7	LONJA	48004	BILBAO	BIZKAIA	-2.912687000	43.249848000	12	CL	SANTA CECILIA	7	BJ. ESQ. PINTOR LOSADA 23	48004	BILBAO	BIZKAIA			
B95149068	1	CR	CARRANZA			48860	MIMETIZ	VIZCAYA	-3.142370490	43.201853720	6	BO	LA FLOR			48869	OTXARAN	VIZCAYA	-3.145369	43.222863	5
B95152732	1	AV	ALGORTA	32	2 DI	48992	ALGORTA	VIZCAYA	-3.008174000	43.343581000	1	GR	LOITZAGA	7	BAJO	48903	SAN VICENTE DE BARAKALDO	VIZCAYA	-2.996196	43.282784	5
B95155719	1	CL	DIEZ CALIXTO	7	1 14	48012	BILBAO	VIZCAYA	-2.941537000	43.256843000	1	CL	LABAYRU	38	U 011 F	48012	BILBAO	VIZCAYA	-2.941451	43.256798	1
B95188702	1	BO	SANDONI	6		48170	ZAMUDIO	BIZKAIA	-2.874934400	43.286981600	21	BO	SANDONI	6		48170	ZAMUDIO	BIZKAIA			
B95189411	1	CL	PEDRO PABLO ASTARLOA	1	1 IZDA	48200	DURANGO	BIZKAIA	-2.629837100	43.168225700	12	CL	PEDRO PABLO ASTARLOA	1	11 IZDA	48200	DURANGO	BIZKAIA			
B95189460	1	CL	BIZKAIA	28	LONJA	48901	BARAKALDO	BIZKAIA	-2.986754000	43.294422000	12	CL	BIZKAIA	28	LONJA	48901	BARAKALDO	BIZKAIA			
B95189544	1	CL	ANTONIO EPALZA	2	LJ 8	48450	DONEZTEBE	VIZCAYA	-2.893509000	43.245309000	1	CL	FORUAK	3	BAJO	48970	ARIZGOITI	VIZCAYA	-2.892144	43.237186	1
B95190781	1	CL	LUIS LUCIANO BONAPARTE	29	PLANTA BAJA SANTUCHU	48004	BILBAO	BIZKAIA	-2.912123000	43.252270000	12	CL	BONAPARTE L LUCIANO 29 PLT BJ SANTUCH	s/n		48004	BILBAO	BIZKAIA			12
B95191565	1	CL	DOCTOR CASIMIRO MORCILLO	20	4 D	28100	ALCOBENDAS	MADRID	-3.646308000	40.543010000	1	CL	MIRADOR DE ENTRAMBASAGUAS	53		09580	MIRADOR ENTRAMBASAGUAS	BURGOS	-3.283431	43.112399	5
B95191789	1	CL	MENDIGAIN	32	6 C	20014	DONOSTIA/SAN SEBASTIAN	GIPUZKOA	-1.967395000	43.306695000	1	CL	ILLUNBE		00	20014	DONOSTIA/SAN SEBASTIAN	GIPUZKOA	-1.959751	43.297780	6
B95196002	1	CL	ERCILLA	11	ENTRESUELO DERECHA	48009	BILBAO	BIZKAIA	-2.932122000	43.264261000	12	CL	CLERCILLA,11 ENTREPLANTA DCHA.     11	s/n		48009	BILBAO	BIZKAIA			
B95206793	1	CL	ANTIGUAKO AMA	11	, BAJO	48700	ONDARROA	BIZKAIA	-2.422203000	43.322505000	12	CL	IPARRAGUIRRE	9	BJ	48700	ONDARROA	BIZKAIA			
B95208153	2	CL	JOSE MARIA UGARTEBURU	22	2 B	48007	BILBAO	BIZKAIA	-2.912343000	43.261556000	12	CL	BEGOÑALDE ETXETALDEA	2		48007	BILBAO	BIZKAIA			
B95208153	2	CL	JOSE MARIA UGARTEBURU	22	2 B	48007	BILBAO	BIZKAIA	-2.912343000	43.261556000	12	CL	JOSE MARIA UGARTEBURU	22	2º B	48007	BILBAO	BIZKAIA			
B95210811	2	AV	LEHENDAKARI AGUIRRE	16	BJ	48014	BILBAO	BIZKAIA	-2.945942000	43.272066000	12	AV	LEHENDAKARI AGUIRRE	16	BAJO	48014	BILBAO	BIZKAIA			
B95210811	2	AV	LEHENDAKARI AGUIRRE	16	BJ	48014	BILBAO	BIZKAIA	-2.945942000	43.272066000	12	CL	IBAIGANE	1		48930	GETXO	BIZKAIA			
B95216339	2	CL	MANUEL SMITH	19	LAS ARENAS	48930	GETXO	BIZKAIA	-3.009336400	43.332347700	12	CL	MANUEL ALLENDE	19		48010	BILBAO	BIZKAIA			
B95216339	2	CL	MANUEL SMITH	19	LAS ARENAS	48930	GETXO	BIZKAIA	-3.009336400	43.332347700	12	CR	CARRETERA EL JUNCAL,	2	DR EDIFICIO FUENTES 2 2	48510	VALLE DE TRAPAGA	BIZKAIA			
B95219986	1	CL	GRAN VIA DON DIEGO LOPEZ DE HARO	45	3Aª	48011	BILBAO	BIZKAIA				PZ	SAGRADO CORAZON DE JESUS	5		48011	BILBAO	BIZKAIA			
B95221818	1	BO	GARAIOLTZA	128	BJ	48196	LEZAMA	BIZKAIA	-2.831223000	43.280352000	12	BO	GARAIOLTZA	128	BAJO TRASERA	48196	LEZAMA	BIZKAIA			
B95222139	1	GR	ALIENDALDE	8	PB I	48200	DURANGO	VIZCAYA	-2.621547310	43.165460720	5	PG	INBISA LAUAXETA	19		48340	AMOREBIETA-ETXANO	VIZCAYA	-2.723495	43.219820	6
B95223350	1	CL	MARIA VALLEJO	4	LONJA	48920	PORTUGALETE	BIZKAIA	-3.026165000	43.322792000	12	CL	MARIA VALLEJO	4		48920	PORTUGALETE	BIZKAIA			
B95227831	1	AL	MAZARREDO	15	ENTREPLANTA	48001	BILBAO	BIZKAIA				AL	MAZARREDO	15	ENTREPLANTA IZDA	48001	BILBAO	BIZKAIA			
B95232781	1	CL	PLINDAURRERA MANZANA	6	PABELLON 4	48510	VALLE DE TRAPAGA	BIZKAIA	-3.022489902	43.301202959	22	PG	INDUSTRIAL AURRERA	44	MANZANA 6 PABELLON	48510	VALLE DE TRAPAGA	BIZKAIA			12
B95244588	1	CL	RADIO UTOPIA	16	LJ	28703	SAN SEBASTIAN DE LOS REYES	MADRID	-3.627159000	40.544818000	1	PS	REY	24	LCB	28008	MADRID	MADRID	-3.719252	40.422454	1
B95247417	1	CL	ARTIBAI	13		48270	MARKINA XEMEIN	BIZKAIA	-2.497289000	43.269929000	12	PG	KAREAGA I	4		48270	MARKINA XEMEIN	BIZKAIA			15
B95248001	1	CL	NAGUSIA	7		48970	BASAURI	BIZKAIA	-2.886587000	43.236071000	12	CL	NAGUSIA	7		48970	BASAURI	BIZKAIA			
B95250270	1	CL	NAGUSIA	14	BAJO	48970	ARIZGOITI	VIZCAYA	-2.886406000	43.236010000	1	BO	MERCED	2	BAJO	39764	VOTO	CANTABRIA	-3.496318	43.340919	5
B95251393	1	BO	ERDIGUNE HAETZE	58		48112	MARURI-JATABE	VIZCAYA	-2.867775890	43.395771010	5	BO	ERGOIEN	96		48112	MARURI-JATABE	VIZCAYA	-2.867776	43.395771	5
B95257762	1	CL	BENIDORM	6	ENTPLT	48015	BILBAO	BIZKAIA	-2.955782000	43.275978000	12	CL	BENIDORM	6	ENTREPLANTA	48015	BILBAO	BIZKAIA			
B95273850	1	CL	GUZMAN EL BUENO	127	4 IZQUIERDA	28003	MADRID	MADRID	-3.712835000	40.442070000	1	CL	ALMANSA	102	S 224	28040	MADRID	MADRID	-3.714550	40.449285	1
B95277547	1	CL	KANDELAZUBIETA	3	BJ	48940	LEIOA	BIZKAIA	-2.984862500	43.321669400	12	CL	KANDELA ZUBIETA	3	BAJO	48940	LEIOA	BIZKAIA			
B95281911	3	CL	GRUPO LOIZAGA	11	8 A	48903	BARAKALDO	BIZKAIA	-2.996022100	43.282827057	21	CL	LANDABURU	14	-16	48901	BARAKALDO	BIZKAIA			
B95281911	3	CL	GRUPO LOIZAGA	11	8 A	48903	BARAKALDO	BIZKAIA	-2.996022100	43.282827057	21	CL	SAN JUAN	17		48901	BARAKALDO	BIZKAIA			
B95281911	3	CL	GRUPO LOIZAGA	11	8 A	48903	BARAKALDO	BIZKAIA	-2.996022100	43.282827057	21	CL	SAN JUAN	21	BAJOS	48901	BARAKALDO	BIZKAIA			
B95298238	1	CL	ELEXALDE	1		48970	BASAURI	BIZKAIA	-2.868117000	43.230038000	14	CL	ELEXALDE	1		48970	BASAURI	BIZKAIA			
B95302154	1	CL	J R OLASO	7		48510	VALLE DE TRAPAGA	BIZKAIA	-3.038818000	43.303646000	12	CL	J R OLASO	7		48510	VALLE DE TRAPAGA	BIZKAIA			
B95304077	1	CL	PABELLON ESCUELA DE VELA, MUELLE DE ARRILUCE	S/N		48992	GETXO	BIZKAIA	-3.010259100	43.359739700	23	CL	PUERTO DEPORTIVO DE GETXO	s/n	AREA TECNICA A-3	48992	GETXO	BIZKAIA			
B95306700	2	CL	LAGUNA	5	LONJA	48003	BILBAO	BIZKAIA				CL	BAILEN	7		48003	BILBAO	BIZKAIA			
B95306700	2	CL	LAGUNA	5	LONJA	48003	BILBAO	BIZKAIA				ML	DE LA MERCED	3	BAJO	48003	BILBAO	BIZKAIA			
B95308201	1	CL	LOPEZ DE HARO D  DIEGO	15	4 DC	48001	BILBAO	VIZCAYA	-2.930234000	43.261861000	1	CL	SAN VICENTE	8	U 01 UN	48001	BILBAO	VIZCAYA	-2.927926	43.264444	1
B95308961	3	CL	MARIA DIAZ DE HARO	26	BAJO IZQUIERDA	48010	BILBAO	BIZKAIA	-2.945836000	43.261915000	12	CL	MARIA DIAZ DE HARO	26	BAJO	48010	BILBAO	BIZKAIA			
B95308961	3	CL	MARIA DIAZ DE HARO	26	BAJO IZQUIERDA	48010	BILBAO	BIZKAIA	-2.945836000	43.261915000	12	CL	RODRIGUEZ ARIAS	56	1º EXT	48013	BILBAO	BIZKAIA			
B95308961	3	CL	MARIA DIAZ DE HARO	26	BAJO IZQUIERDA	48010	BILBAO	BIZKAIA	-2.945836000	43.261915000	12	CL	VIUDA DE EPALZA	9	BAJO	48005	BILBAO	BIZKAIA			
B95327532	1	BO	ETXERRE	12		48970	BASAURI	BIZKAIA	-2.870619000	43.230305000	12	BO	ETXERRE	12		48970	BASAURI	BIZKAIA			
B95340428	1	CL	SABINO ARANA PARQUE EMPRESARIAL IBARRABARRRI	1		48940	LEIOA	BIZKAIA	-2.981247583	43.330285100	22	PG	IBARRABARRI	s/n	PAB C-17	48940	LEIOA	BIZKAIA			22
B95362414	1	CL	MAESTRO CALLES	11	5º 6º	48980	SANTURTZI	BIZKAIA	-3.033643000	43.330032000	12	CL	VAPOR HABANA	11	5º	48980	SANTURTZI	BIZKAIA			
B95382883	2	CL	RICARDO ARREGUI	19	2º A	48007	BILBAO	BIZKAIA	-2.923637000	43.268466000	12	CL	GRUPO MONTAÑO	2	LONJA	48007	BILBAO	BIZKAIA			
B95382883	2	CL	RICARDO ARREGUI	19	2º A	48007	BILBAO	BIZKAIA	-2.923637000	43.268466000	12	CL	MUROS DE SAN PEDRO	8		48014	BILBAO	BIZKAIA			12
B95391868	1	CL	DOCTOR ESPINOSA ORIBE	7	BAJO	48003	BILBAO	BIZKAIA	-2.930143000	43.249553000	12	CL	ALFREDO ESPINOSA ORIBE	7	BJ	48003	BILBAO	BIZKAIA			
B95422978	1	AL	MAZARREDO	31	7 IZQUIERDA	48009	BILBAO	VIZCAYA	-2.930622000	43.266805000	1	CL	ARTATZAMINA	10	U EN 1 D	48007	BILBAO	VIZCAYA	-2.927131	43.269873	1
B95433835	1	AV	ALTOS HORNOS DE VIZCAYA	33	EDF ILGNER	48901	BARAKALDO	BIZKAIA	-2.982853000	43.302420000	12	AV	ALTOS HORNOS DE VIZCAYA	33	EDF ILGNER	48901	BARAKALDO	BIZKAIA			
B95437166	2	CL	JOSE MIGUEL BARANDIARAN	4	IO B	48200	DURANGO	BIZKAIA	-2.632788800	43.168894900	21	CL	BISBE PANYELLES	7	ESCALERA C 4º 3ª	08720	VILAFRANCA DEL PENEDES	BARCELONA			
B95437166	2	CL	JOSE MIGUEL BARANDIARAN	4	IO B	48200	DURANGO	BIZKAIA	-2.632788800	43.168894900	21	CL	JOSE MIGUEL BARANDIARAN	4	1 B	48200	DURANGO	BIZKAIA			
B96004502	1	CL	CAROLINA ALVAREZ	5	BJ DCHA	46023	VALENCIA	VALENCIA	-0.346181000	39.461077900	1	CL	CAROLINA ALVAREZ	5	BJ DCHA	46023	VALENCIA	VALENCIA	-0.346113	39.461036	
B96009832	1	CL	25 DE ABRIL	43	BJ	46400	CULLERA	VALENCIA	-0.247986900	39.163351300	1	CL	25 DE ABRIL	43	BJ	46400	CULLERA	VALENCIA			
B96021761	1	CL	POETA ANDRES CABRELLES	17	ACCESORIO BJ	46022	VALENCIA	VALENCIA	-0.341699900	39.470420200	5	CL	POETA ANDRES CABRELLES	17	BAJO	46022	VALENCIA	VALENCIA			
B96025408	1	CL	GIL Y MORTE	14	ESC 3 7 12	46007	VALENCIA	VALENCIA	-0.380861600	39.462229600	1	CL	GIL Y MORTE 14 ESC 3 7 12	s/n		46007	VALENCIA	VALENCIA			
B96026588	1	CL	REGINO MAS	12	1	46450	BENIFAIO	VALENCIA	-0.425664300	39.287857800	1	CL	REGINO MAS	12	1	46450	BENIFAIO	VALENCIA			
B96029533	1	AV	PRIMADO REIG	187	ENTRESUELO A	46020	VALENCIA	VALENCIA	-0.356329700	39.479205600	1	AV	CATALUÑA 11 ENTRESUELO E	s/n		46020	VALENCIA	VALENCIA			
B96029632	1	CL	DOCTOR FLEMING	11	2	46134	FOIOS	VALENCIA	-0.353007000	39.539916000	3	CL	MOSEN FRANCISCO CABO	10	BAJO	46119	NAQUERA	VALENCIA	-0.426546	39.659542	1
B96038062	1	PS	GERMANIAS	112	B	46702	GANDIA	VALENCIA	-0.192533000	38.967100000	15	PS	GERMANIAS	112	B	46702	GANDIA	VALENCIA			
B96051263	1	CL	ESPINOSA	8	LOCALES 102 Y 103	46008	VALENCIA	VALENCIA	-0.384939400	39.472282800	1	CL	ESPINOSA	8	102-103	46008	VALENCIA	VALENCIA			
B96053053	1	AV	CORTS VALENCIANES	17		46015	VALENCIA	VALENCIA				CL	VICARIO CAMARENA	8	5	46185	POBLA DE VALLBONA (LA)	VALENCIA			
B96061304	2	CL	OBISPO AMIGO	5	BA	46130	MASSAMAGRELL	VALENCIA	-0.330828000	39.570554000	1	CL	JUAN RAMON JIMENEZ	2		46130	MASSAMAGRELL	VALENCIA	-0.330532	39.571295	1
B96061304	2	CL	OBISPO AMIGO	5	BA	46130	MASSAMAGRELL	VALENCIA	-0.330828000	39.570554000	1	CL	MARTINEZ CUBELLS	8	1 1	46002	VALENCIA	VALENCIA	-0.374335	39.468153	1
B96062450	1	CL	BLAS VILA	24		46980	PATERNA	VALENCIA	-0.445873500	39.503687300	1	CL	BLAS VILA	24		46980	PATERNA	VALENCIA			
B96062666	1	CL	SEQUIA DE RASCANYA	21		46210	PICANYA	VALENCIA	-0.424013000	39.436977000	1	UR	SOTO DE CAMARENA (PARCELAS CORRELATIVAS)	82		46117	MAS CAMARENA	VALENCIA	-0.456094	39.552577	5
B96073192	1	PG	EN PROYECTO	31	SIN	46470	CATARROJA	VALENCIA	-0.408317000	39.407711000	14	CL	31	s/n	PG IND	46470	CATARROJA	VALENCIA			
B96075056	1	CL	MAESTRO SERRANO	13	ENTRESUELO C	46650	CANALS	VALENCIA	-0.585164700	38.963999200	1	CL	MAESTRO SERRANO	13	2	46650	CANALS	VALENCIA			
B96076161	1	CL	ALQUERIA DE MINA	12	PLIND 1	46200	PAIPORTA	VALENCIA	-0.408868400	39.425103400	1	AV	ALQUERIA DE MINA	12		46200	PAIPORTA	VALENCIA			
B96076922	2	CL	BOTANICO	29		46008	VALENCIA	VALENCIA	-0.385967600	39.475046900	1	CL	BOTANICO	29		46004	VALENCIA	VALENCIA			
B96076922	2	CL	BOTANICO	29		46008	VALENCIA	VALENCIA	-0.385967600	39.475046900	1	CL	GRABADOR ESTEVE	15		46004	VALENCIA	VALENCIA			
B96085675	2	PQ	DE SERVICIOS POLIGONO INDUSTRIAL	S/N	PARCELA	46980	PATERNA	VALENCIA	-0.462397694	39.547781917	22	CL	GUADALQUIVIR	86		46026	VALENCIA	VALENCIA			
B96085675	2	PQ	DE SERVICIOS POLIGONO INDUSTRIAL	S/N	PARCELA	46980	PATERNA	VALENCIA	-0.462397694	39.547781917	22	CL	PARCELA SERVICIOS	30	BAJO	46980	PATERNA	VALENCIA			
B96099908	1	AV	BURJASOT	134	BJ DC	46025	VALENCIA	VALENCIA	-0.390512400	39.489708600	1	AV	BURJASSOT	134	BAJO-2	46025	VALENCIA	VALENCIA			
B96099940	1	PL	PORTA DE LA MAR	6	2 9	46004	VALENCIA	VALENCIA	-0.368441000	39.472497000	1	CL	CIRIL AMOROS	2	3 6	46004	VALENCIA	VALENCIA	-0.374026	39.466182	1
B96100763	1	CR	TORRENTE	12		46950	XIRIVELLA	VALENCIA	-0.427925143	39.465497410	22	AV	CAMI NOU	12	BAJO	46950	XIRIVELLA	VALENCIA			
B96112198	1	PS	ALAMEDA	2	6º 15	46010	VALENCIA	VALENCIA	-0.365758200	39.475990700	1	CR	COMARCAL CV- 310 NAQUERA	s/n		46148	ALGIMIA DE ALFARA	VALENCIA			
B96116900	2	EF	MERCOVASA - AREA COMERCIAL LA BOLA	S/N	PUESTO 8	46540	PUIG	VALENCIA	-0.323759578	39.595390342	22	CL	CONDE SALVATIERRA DE ALAVA	41		46004	VALENCIA	VALENCIA			
B96116900	2	EF	MERCOVASA - AREA COMERCIAL LA BOLA	S/N	PUESTO 8	46540	PUIG	VALENCIA	-0.323759578	39.595390342	22	EF	MERCOVASA - AREA COMERCIAL LA BOLA	s/n	PUESTO 8	46540	PUIG	VALENCIA			
B96129366	2	CL	BERNAT Y DESCOLL	63	24	46026	VALENCIA	VALENCIA	-0.380390900	39.450709700	1	CL	EMBAJADOR VICH	3	DESPACHO 2 B	46002	VALENCIA	VALENCIA			
B96129366	2	CL	BERNAT Y DESCOLL	63	24	46026	VALENCIA	VALENCIA	-0.380390900	39.450709700	1	CL	MATIAS PERELLO	9		46005	VALENCIA	VALENCIA			
B96140389	1	CL	VELAZQUEZ	27	1	28001	MADRID	MADRID	-3.684510000	40.424458000	1	CL	NAVIA	4		28248	BERZOSA (HOYO DE MANZANARES)	MADRID	-3.934823	40.611667	1
B96145222	1	CL	LUGAR	S/N	EDF MAFORT PLIND C SN	46190	RIBA ROJA DE TURIA	VALENCIA	-0.560604900	39.544061800	22	CL	EDIFICIO MAFORT	s/n	PG IND EL OLIVERAL	46190	RIBA ROJA DE TURIA	VALENCIA			
B96153259	1	CL	HIGUERUELAS	2	BAJO	46174	DOMEÑO	VALENCIA	-0.671641000	39.661069000	1	CL	ADEMUZ	33		46160	EL SECANET	VALENCIA	-0.564392	39.640436	5
B96154539	1	PZ	MONGRELL	12		46400	CULLERA	VALENCIA	-0.245200500	39.165545100	4	PZ	MONGRELL	12		46400	CULLERA	VALENCIA			
B96168067	1	AV	OESTE	5		46295	SUMACARCER	VALENCIA	-0.629804400	39.095939300	1	AV	DEL OESTE	5		46295	SUMACARCER	VALENCIA			
B96168299	1	AV	REGNE DE VALENCIA	92	14	46006	VALENCIA	VALENCIA	-0.361787000	39.462184000	1	AV	REGNE DE VALENCIA	87	0103	46006	VALENCIA	VALENCIA	-0.361063	39.462417	1
B96168877	2	CL	ANDARELLA	1	BL 2 2 1 CIUDAD EMPRESARIAL GRAN	46950	XIRIVELLA	VALENCIA	-0.413934500	39.462226400	1	CL	ANDARELLA	1	PLANTA 2 PUERTA 1	46950	XIRIVELLA	VALENCIA			
B96168877	2	CL	ANDARELLA	1	BL 2 2 1 CIUDAD EMPRESARIAL GRAN	46950	XIRIVELLA	VALENCIA	-0.413934500	39.462226400	1	PZ	ESTACION	4	BAJO	46183	ELIANA (L)	VALENCIA			
B96174339	1	AV	ANTIGUO REINO DE VALENCIA	37	PLIND	46290	ALCASSER	VALENCIA	-0.431444700	39.367397400	1	AV	ANTIGUO REINO DE VALENCIA	37	PLIND	46290	ALCASSER	VALENCIA			
B96212394	1	PZ	DEL EJERCITO ESPAÑOL	9		46980	PATERNA	VALENCIA	-0.436822400	39.498034400	1	PZ	DEL EJERCITO ESPAÑOL	9		46980	PATERNA	VALENCIA			
B96213079	1	CL	LA SAFOR	5	81	46015	VALENCIA	VALENCIA	-0.400004700	39.489611400	1	CL	SAFOR	5	80	46015	VALENCIA	VALENCIA			
B96214333	1	CL	ALCALDE ALBORS	2	1 1	46018	VALENCIA	VALENCIA	-0.394663000	39.472844000	1	AV	PEREZ GALDOS	4	1	46007	VALENCIA	VALENCIA	-0.387259	39.463201	1
B96217963	3	CL	MELISSA	45	7	46989	LLOMA LLARGA	VALENCIA	-0.435546000	39.514861000	1	CL	GERMANS VILLALONGA	12	28	46020	VALENCIA	VALENCIA	-0.357344	39.484371	1
B96217963	3	CL	MELISSA	45	7	46989	LLOMA LLARGA	VALENCIA	-0.435546000	39.514861000	1	CL	MAYOR	11		46624	JALANCE	VALENCIA	-1.075721	39.191860	1
B96217963	3	CL	MELISSA	45	7	46989	LLOMA LLARGA	VALENCIA	-0.435546000	39.514861000	1	CL	MAYOR	9		46624	JALANCE	VALENCIA	-1.075696	39.191940	1
B96223334	1	AV	VIRGEN DEL ROSARIO	14	BJ IZQ	46130	MASSAMAGRELL	VALENCIA	-0.333999500	39.567636900	1	AV	VIRGEN DEL ROSARIO	14		46130	MASSAMAGRELL	VALENCIA			
B96225230	2	CL	CHIVA	39		46380	CHESTE	VALENCIA	-0.686465000	39.493850000	1	CL	BEATO DON FERNANDO	5		46389	TURIS	VALENCIA	-0.710674	39.389579	1
B96225230	2	CL	CHIVA	39		46380	CHESTE	VALENCIA	-0.686465000	39.493850000	1	CL	DOCTOR NACHER	14		46370	CHIVA	VALENCIA	-0.717451	39.472246	1
B96232863	1	PG	INDUSTRIAL CL	7	SN	46470	MASSANASSA	VALENCIA	-0.396506400	39.395727840	6	PG	INDUSTRIAL	7	SN	46470	MASSANASSA	VALENCIA	-0.396506	39.395728	6
B96233978	1	CL	CRTA DE ONTENIENTE FUENTE LA HIGUERA	S/N		46008	VALENCIA	VALENCIA	-0.368599111	39.459643977	23	CR	ONTENIENTE	s/n		46630	FONT DE LA FIGUERA (LA)	VALENCIA			
B96234661	1	CL	MENORCA	19	10 8	46023	VALENCIA	VALENCIA	-0.346440600	39.456450200	1	CL	MENORCA	19	10 8	46023	VALENCIA	VALENCIA			
B96238290	1	CL	MEDITERRANIA	2	BAJO	46011	VALENCIA	VALENCIA	-0.332655000	39.467851000	1	CL	LANZAROTE	1		46011	VALENCIA	VALENCIA	-0.328141	39.480729	1
