REG_NUMBER	BALANCE_SHEET_YEAR	BALANCE_SHEET_ITEM	BALANCE_SHEET_ITEM_VALUE
B28079101	2024	40700	-12244.07
B28079101	2024	41300	2029.93
B28079101	2024	41500	-688.42
B28079101	2024	41600	645.69
B28079101	2024	41800	7656.24
B28079101	2024	41900	-49515.63
B28079101	2024	49100	190449.02
B28079101	2024	49200	7613.51
B28079101	2024	49300	198062.53
B28079101	2024	49500	148546.9
B28079101	2024	91000	148546.9
B28079101	2024	91004	148546.9
B28079101	2024	91008	148546.9
B28079101	2024	91012	148546.9
B28079101	2024	94705	5
B28080513	2021	10000	10201729.32
B28080513	2021	11000	5560494.61
B28080513	2021	11200	89305.79
B28080513	2021	11300	4990412.98
B28080513	2021	11500	22020.35
B28080513	2021	11600	458755.49
B28080513	2021	12000	4641234.71
B28080513	2021	12200	142112.04
B28080513	2021	12300	9476.44
B28080513	2021	12390	9476.44
B28080513	2021	12500	1181222.15
B28080513	2021	12700	3308424.08
B28080513	2021	20000	5176369.43
B28080513	2021	21000	5176369.43
B28080513	2021	21100	7501804.45
B28080513	2021	21110	7501804.45
B28080513	2021	21300	11224.88
B28080513	2021	21500	-2677871.37
B28080513	2021	21700	341211.47
B28080513	2021	30000	10201729.32
B28080513	2021	31000	4025332.56
B28080513	2021	31200	44400
B28080513	2021	31290	44400
B28080513	2021	31300	3980932.56
B28080513	2021	32000	1000027.33
B28080513	2021	32300	1502.67
B28080513	2021	32390	1502.67
B28080513	2021	32500	998524.66
B28080513	2021	32590	998524.66
B28080513	2021	40500	282834.42
B28080513	2021	40600	-32490.16
B28080513	2021	40700	-370974.37
B28080513	2021	40800	-83475.69
B28080513	2021	41100	1696443.37
B28080513	2021	41300	480
B28080513	2021	41400	0.99
B28080513	2021	41490	0.99
B28080513	2021	41500	-2.04
B28080513	2021	41600	-1151605.05
B28080513	2021	49100	1492817.57
B28080513	2021	49200	-1151606.1
B28080513	2021	49300	341211.47
B28080513	2021	49500	341211.47
B28080513	2021	91000	341211.47
B28080513	2021	91004	341211.47
B28080513	2021	91011	341211.47
B28080513	2021	91012	341211.47
B28080513	2021	94705	995
B28081040	2024	10000	5094351.01
B28081040	2024	11000	3769253.9
B28081040	2024	11100	0.04
B28081040	2024	11200	6152.09
B28081040	2024	11400	3757812.74
B28081040	2024	11500	5289.03
B28081040	2024	12000	1325097.11
B28081040	2024	12300	33444.03
B28081040	2024	12390	33444.03
B28081040	2024	12400	431243.08
B28081040	2024	12500	25
B28081040	2024	12600	132
B28081040	2024	12700	860253
B28081040	2024	20000	4881308.79
B28081040	2024	21000	4881308.79
B28081040	2024	21100	3997346.22
B28081040	2024	21110	3997346.22
B28081040	2024	21300	903741.8
B28081040	2024	21500	-98934.35
B28081040	2024	21700	1238205.12
B28081040	2024	21800	-1159050
B28081040	2024	30000	5094351.01
B28081040	2024	31000	500
B28081040	2024	31200	500
B28081040	2024	31290	500
B28081040	2024	32000	212542.22
B28081040	2024	32500	212542.22
B28081040	2024	32590	212542.22
B28081040	2024	40500	228232.52
B28081040	2024	40600	-157177.17
B28081040	2024	40700	-238060.5
B28081040	2024	40800	-4465.76
B28081040	2024	41400	1388226.12
B28081040	2024	41490	1388226.12
B28081040	2024	41500	-150
B28081040	2024	41900	21599.91
B28081040	2024	49100	-171470.91
B28081040	2024	49200	1388076.12
B28081040	2024	49300	1216605.21
B28081040	2024	49500	1238205.12
B28081040	2024	91000	1238205.12
B28081040	2024	91004	1238205.12
B28081040	2024	91008	79155.12
B28081040	2024	91009	1159050
B28081040	2024	91012	1238205.12
B28081040	2024	94705	30
B28097996	2025	10000	175456.73
B28097996	2025	11000	16245.49
B28097996	2025	11300	15623.69
B28097996	2025	11600	621.8
B28097996	2025	12000	159211.24
B28097996	2025	12300	13030.46
B28097996	2025	12390	13030.46
B28097996	2025	12500	55571.8
B28097996	2025	12700	90608.98
B28097996	2025	20000	150238.73
B28097996	2025	21000	150238.73
B28097996	2025	21100	60100
B28097996	2025	21110	60100
B28097996	2025	21300	12273.95
B28097996	2025	21500	80203.94
B28097996	2025	21700	-2339.16
B28097996	2025	30000	175456.73
B28097996	2025	31000	30200
B28097996	2025	31200	30200
B28097996	2025	31290	30200
B28097996	2025	32000	-4982
B28097996	2025	32500	-4982
B28097996	2025	32580	-4982
B28097996	2025	32582	-4982
B28097996	2025	40100	-28862.51
B28097996	2025	40700	25901.55
B28097996	2025	41900	621.8
B28097996	2025	49100	-2960.96
B28097996	2025	49300	-2960.96
B28097996	2025	49500	-2339.16
B28105625	2024	10000	537436.72
B28105625	2024	11000	450181.12
B28105625	2024	11200	450181.12
B28105625	2024	12000	87255.6
B28105625	2024	12300	6606.63
B28105625	2024	12390	6606.63
B28105625	2024	12400	0.1
B28105625	2024	12700	80648.87
B28105625	2024	20000	543959.72
B28105625	2024	21000	543959.72
B28105625	2024	21100	22838.46
B28105625	2024	21110	22838.46
B28105625	2024	21300	494387.63
B28105625	2024	21700	26733.63
B28105625	2024	30000	537436.72
B28105625	2024	32000	-6523
B28105625	2024	32300	-14790.45
B28105625	2024	32390	-14790.45
B28105625	2024	32500	8267.45
B28105625	2024	32590	8267.45
B28105625	2024	40100	23184
B28105625	2024	40300	11928.72
B28105625	2024	40500	64871.28
B28105625	2024	40600	-54032.63
B28105625	2024	40700	-4594.16
B28105625	2024	40800	-6638.21
B28105625	2024	41900	-7985.37
B28105625	2024	49100	34719
B28105625	2024	49300	34719
B28105625	2024	49500	26733.63
B28105625	2024	91000	26733.63
B28105625	2024	91004	26733.63
B28105625	2024	91008	26733.63
B28105625	2024	91012	26733.63
B28105625	2024	94705	30
B28116036	2024	10000	553330.27
B28116036	2024	11000	390189.67
B28116036	2024	11200	353071.67
B28116036	2024	11500	37118
B28116036	2024	12000	163140.6
B28116036	2024	12300	36881.65
B28116036	2024	12390	36881.65
B28116036	2024	12700	126258.95
B28116036	2024	20000	486998.65
B28116036	2024	21000	486998.65
B28116036	2024	21100	115550
B28116036	2024	21110	115550
B28116036	2024	21300	400488.91
B28116036	2024	21500	-77308.87
B28116036	2024	21700	48268.61
B28116036	2024	30000	553330.27
B28116036	2024	31000	49518.01
B28116036	2024	31200	49518.01
B28116036	2024	31290	49518.01
B28116036	2024	32000	16813.61
B28116036	2024	32500	16813.61
B28116036	2024	32580	2999.01
B28116036	2024	32582	2999.01
B28116036	2024	32590	13814.6
B28116036	2024	40500	282266.98
B28116036	2024	40600	-26897.67
B28116036	2024	40700	-183001.19
B28116036	2024	40800	-12910.03
B28116036	2024	41300	3243.35
B28116036	2024	41900	-14432.83
B28116036	2024	49100	62701.44
B28116036	2024	49300	62701.44
B28116036	2024	49500	48268.61
B28116036	2024	91000	48268.61
B28116036	2024	91004	48268.61
B28116036	2024	91011	48268.61
B28116036	2024	91012	48268.61
B28116036	2024	94705	2
B28119303	2021	10000	5022679.88
B28119303	2021	11000	3560669.63
B28119303	2021	11100	221201.08
B28119303	2021	11200	3304660.26
B28119303	2021	11500	34808.29
B28119303	2021	12000	1462010.25
B28119303	2021	12300	906775.35
B28119303	2021	12390	906775.35
B28119303	2021	12400	362679.95
B28119303	2021	12700	192554.95
B28119303	2021	20000	-1057744.66
B28119303	2021	21000	-1057744.66
B28119303	2021	21100	3612000
B28119303	2021	21110	3612000
B28119303	2021	21200	5849658.54
B28119303	2021	21300	565903
B28119303	2021	21500	-13813578.16
B28119303	2021	21600	2623628.18
B28119303	2021	21700	104643.78
B28119303	2021	30000	5022679.88
B28119303	2021	32000	6080424.54
B28119303	2021	32300	150000
B28119303	2021	32390	150000
B28119303	2021	32500	5930424.54
B28119303	2021	32590	5930424.54
B28119303	2021	40500	945000
B28119303	2021	40600	-71887.96
B28119303	2021	40700	-236706.36
B28119303	2021	40800	-499578.88
B28119303	2021	41400	2698.23
B28119303	2021	41490	2698.23
B28119303	2021	41900	-34881.25
B28119303	2021	49100	136826.8
B28119303	2021	49200	2698.23
B28119303	2021	49300	139525.03
B28119303	2021	49500	104643.78
B28129021	2024	10000	3112807.52
B28129021	2024	11000	1912917.16
B28129021	2024	11200	950852.75
B28129021	2024	11400	800265.96
B28129021	2024	11500	161798.45
B28129021	2024	12000	1199890.36
B28129021	2024	12200	2023
B28129021	2024	12300	34661.51
B28129021	2024	12380	-500
B28129021	2024	12382	-500
B28129021	2024	12390	35161.51
B28129021	2024	12400	8579.65
B28129021	2024	12500	1045455.87
B28129021	2024	12700	109170.33
B28129021	2024	20000	2991544.94
B28129021	2024	21000	2991544.94
B28129021	2024	21100	1001025.6
B28129021	2024	21110	1001025.6
B28129021	2024	21300	1932289.67
B28129021	2024	21700	58229.67
B28129021	2024	30000	3112807.52
B28129021	2024	31000	35766.76
B28129021	2024	31100	27766.76
B28129021	2024	31200	8000
B28129021	2024	31290	8000
B28129021	2024	32000	85495.82
B28129021	2024	32300	40960.95
B28129021	2024	32390	40960.95
B28129021	2024	32500	44534.87
B28129021	2024	32590	44534.87
B28129021	2024	40500	288263.02
B28129021	2024	40600	-103135.73
B28129021	2024	40700	-137702.98
B28129021	2024	40800	-25628.79
B28129021	2024	41300	-2770
B28129021	2024	41500	-832.28
B28129021	2024	41600	54669.21
B28129021	2024	41900	-14632.78
B28129021	2024	49100	19025.52
B28129021	2024	49200	53836.93
B28129021	2024	49300	72862.45
B28129021	2024	49500	58229.67
B28129021	2024	91000	58229.67
B28129021	2024	91004	58229.67
B28129021	2024	91005	11645.93
B28129021	2024	91008	46583.74
B28129021	2024	91012	58229.67
B28129021	2024	94705	46
B28133668	2024	10000	240738.22
B28133668	2024	11000	127446.93
B28133668	2024	11200	99446.93
B28133668	2024	11500	28000
B28133668	2024	12000	113291.29
B28133668	2024	12300	5085.85
B28133668	2024	12390	5085.85
B28133668	2024	12600	169.55
B28133668	2024	12700	108035.89
B28133668	2024	20000	195460.74
B28133668	2024	21000	195460.74
B28133668	2024	21100	12020.24
B28133668	2024	21110	12020.24
B28133668	2024	21300	75437.26
B28133668	2024	21700	108003.24
B28133668	2024	30000	240738.22
B28133668	2024	31000	28000
B28133668	2024	31200	28000
B28133668	2024	31290	28000
B28133668	2024	32000	17277.48
B28133668	2024	32500	17277.48
B28133668	2024	32590	17277.48
B28133668	2024	40100	203321.7
B28133668	2024	40700	-51353.17
B28133668	2024	40800	-8024.38
B28133668	2024	41900	-35940.91
B28133668	2024	49100	143944.15
B28133668	2024	49300	143944.15
B28133668	2024	49500	108003.24
B28133668	2024	91000	108003.24
B28133668	2024	91004	108003.24
B28133668	2024	91008	68003.24
B28133668	2024	91009	40000
B28133668	2024	91012	108003.24
B28133668	2024	94705	30
B28138550	2025	10000	6363331.89
B28138550	2025	11000	5253533.55
B28138550	2025	11200	5196321.21
B28138550	2025	11500	57212.34
B28138550	2025	12000	1109798.34
B28138550	2025	12300	301186.22
B28138550	2025	12380	301186.22
B28138550	2025	12500	642816.51
B28138550	2025	12600	2275.77
B28138550	2025	12700	163519.84
B28138550	2025	20000	5390204.87
B28138550	2025	21000	5390204.87
B28138550	2025	21100	250196.3
B28138550	2025	21110	250196.3
B28138550	2025	21200	616557.99
B28138550	2025	21300	327797.22
B28138550	2025	21500	-40037.55
B28138550	2025	21600	4311822.49
B28138550	2025	21700	-76131.58
B28138550	2025	30000	6363331.89
B28138550	2025	31000	956077.13
B28138550	2025	31300	945310.99
B28138550	2025	31400	10766.14
B28138550	2025	32000	17049.89
B28138550	2025	32500	17049.89
B28138550	2025	32590	17049.89
B28138550	2025	40500	956226.88
B28138550	2025	40600	-209000.45
B28138550	2025	40700	-753123.03
B28138550	2025	40800	-89632.53
B28138550	2025	41400	19397.55
B28138550	2025	41490	19397.55
B28138550	2025	49100	-95529.13
B28138550	2025	49200	19397.55
B28138550	2025	49300	-76131.58
B28138550	2025	49500	-76131.58
B28138550	2025	94705	24
B28138774	2024	10000	2737702.47
B28138774	2024	11000	1772873.78
B28138774	2024	11300	1772831.71
B28138774	2024	11500	42.07
B28138774	2024	12000	964828.69
B28138774	2024	12500	412363.39
B28138774	2024	12700	552465.3
B28138774	2024	20000	2412578.73
B28138774	2024	21000	2412578.73
B28138774	2024	21100	389485.9
B28138774	2024	21110	389485.9
B28138774	2024	21300	1467757.96
B28138774	2024	21700	555334.87
B28138774	2024	30000	2737702.47
B28138774	2024	31000	190000
B28138774	2024	31200	190000
B28138774	2024	31290	190000
B28138774	2024	32000	135123.74
B28138774	2024	32500	135123.74
B28138774	2024	32590	135123.74
B28138774	2024	40500	923985.8
B28138774	2024	40700	-183812.46
B28138774	2024	40800	-5582.16
B28138774	2024	41400	5400.53
B28138774	2024	41490	5400.53
B28138774	2024	41600	454.78
B28138774	2024	41900	-185111.62
B28138774	2024	49100	734591.18
B28138774	2024	49200	5855.31
B28138774	2024	49300	740446.49
B28138774	2024	49500	555334.87
B28138774	2024	91000	555334.87
B28138774	2024	91004	555334.87
B28138774	2024	91008	555334.87
B28138774	2024	91012	555334.87
B28138774	2024	94705	7
B28141414	2024	10000	49717.44
B28141414	2024	11000	2792.27
B28141414	2024	11200	2472.83
B28141414	2024	11500	319.44
B28141414	2024	12000	46925.17
B28141414	2024	12200	38681.48
B28141414	2024	12300	1.62
B28141414	2024	12390	1.62
B28141414	2024	12700	8242.07
B28141414	2024	20000	23744.36
B28141414	2024	21000	23744.36
B28141414	2024	21100	30050.61
B28141414	2024	21110	30050.61
B28141414	2024	21300	42628.74
B28141414	2024	21500	-147257.49
B28141414	2024	21600	98000
B28141414	2024	21700	322.5
B28141414	2024	30000	49717.44
B28141414	2024	31000	19000
B28141414	2024	31200	19000
B28141414	2024	31290	19000
B28141414	2024	32000	6973.08
B28141414	2024	32500	6973.08
B28141414	2024	32580	5996.62
B28141414	2024	32582	5996.62
B28141414	2024	32590	976.46
B28141414	2024	40100	59113.28
B28141414	2024	40400	-32889.26
B28141414	2024	40600	-8619.6
B28141414	2024	40700	-16489.84
B28141414	2024	40800	-800.58
B28141414	2024	41400	8.5
B28141414	2024	41490	8.5
B28141414	2024	49100	314
B28141414	2024	49200	8.5
B28141414	2024	49300	322.5
B28141414	2024	49500	322.5
B28141414	2024	91000	322.5
B28141414	2024	91004	322.5
B28141414	2024	91011	322.5
B28141414	2024	91012	322.5
B28141414	2024	94705	29
B28144939	2024	10000	155277.22
B28144939	2024	11000	142855.86
B28144939	2024	11300	142837.23
B28144939	2024	11400	18.63
B28144939	2024	12000	12421.36
B28144939	2024	12300	11875.77
B28144939	2024	12390	11875.77
B28144939	2024	12700	545.59
B28144939	2024	20000	10340.38
B28144939	2024	21000	10340.38
B28144939	2024	21100	3065.1
B28144939	2024	21110	3065.1
B28144939	2024	21300	12385.49
B28144939	2024	21500	-4863.05
B28144939	2024	21700	-247.16
B28144939	2024	30000	155277.22
B28144939	2024	32000	144936.84
B28144939	2024	32500	144936.84
B28144939	2024	32590	144936.84
B28144939	2024	40700	-247.16
B28144939	2024	49100	-247.16
B28144939	2024	49300	-247.16
B28144939	2024	49500	-247.16
B28147197	2024	10000	5966267.38
B28147197	2024	11000	4325155.33
B28147197	2024	11200	514036.7
B28147197	2024	11400	3422626.04
B28147197	2024	11500	893.8
B28147197	2024	11600	387598.79
B28147197	2024	12000	1641112.05
B28147197	2024	12300	62879.81
B28147197	2024	12380	18076.5
B28147197	2024	12382	18076.5
B28147197	2024	12390	44803.31
B28147197	2024	12400	969753.42
B28147197	2024	12500	401573.91
B28147197	2024	12700	206904.91
B28147197	2024	20000	4311829.72
B28147197	2024	21000	4311829.72
B28147197	2024	21100	1203104
B28147197	2024	21110	1203104
B28147197	2024	21200	407094.41
B28147197	2024	21300	2519935.32
B28147197	2024	21700	181695.99
B28147197	2024	30000	5966267.38
B28147197	2024	31000	1593700.35
B28147197	2024	31200	1318952.48
B28147197	2024	31220	1314916.48
B28147197	2024	31290	4036
B28147197	2024	31400	274747.87
B28147197	2024	32000	60737.31
B28147197	2024	32500	60737.31
B28147197	2024	32590	60737.31
B28147197	2024	40100	238807.05
B28147197	2024	40400	1067.35
B28147197	2024	40500	170699.88
B28147197	2024	40600	-428696.08
B28147197	2024	40700	-94779.17
B28147197	2024	40800	-29596.85
B28147197	2024	41300	199366.47
B28147197	2024	41400	200000
B28147197	2024	41490	200000
B28147197	2024	41500	-75172.66
B28147197	2024	49100	56868.65
B28147197	2024	49200	124827.34
B28147197	2024	49300	181695.99
B28147197	2024	49500	181695.99
B28147197	2024	91000	181695.99
B28147197	2024	91004	181695.99
B28147197	2024	91011	181695.99
B28147197	2024	91012	181695.99
B28147197	2024	94705	19.69
B28151017	2021	10000	5352429.89
B28151017	2021	11000	5294.57
B28151017	2021	11200	2194.57
B28151017	2021	11500	3100
B28151017	2021	12000	5347135.32
B28151017	2021	12200	6205.42
B28151017	2021	12300	66907.87
B28151017	2021	12380	6706.35
B28151017	2021	12382	6706.35
B28151017	2021	12390	60201.52
B28151017	2021	12500	5229279.94
B28151017	2021	12700	44742.09
B28151017	2021	20000	4546677.61
B28151017	2021	21000	4546677.61
B28151017	2021	21100	3094.2
B28151017	2021	21110	3094.2
B28151017	2021	21200	265626.92
B28151017	2021	21300	2678518.23
B28151017	2021	21400	-33324.1
B28151017	2021	21700	1632762.36
B28151017	2021	30000	5352429.89
B28151017	2021	32000	805752.28
B28151017	2021	32300	623276.14
B28151017	2021	32390	623276.14
B28151017	2021	32500	182476.14
B28151017	2021	32590	182476.14
B28151017	2021	40100	43294.17
B28151017	2021	40500	17344.22
B28151017	2021	40600	-81503.9
B28151017	2021	40700	-841375.29
B28151017	2021	40800	-575.02
B28151017	2021	41100	2886739.5
B28151017	2021	41300	31092.6
B28151017	2021	41400	14116.44
B28151017	2021	41490	14116.44
B28151017	2021	41500	-795.93
B28151017	2021	41800	108679.69
B28151017	2021	41900	-544254.12
B28151017	2021	49100	2055016.28
B28151017	2021	49200	122000.2
B28151017	2021	49300	2177016.48
B28151017	2021	49500	1632762.36
B28151017	2021	91000	1632762.36
B28151017	2021	91004	1632762.36
B28151017	2021	91008	1632762.36
B28151017	2021	91012	1632762.36
B28151561	2020	10000	553124.43
B28151561	2020	11000	252947.55
B28151561	2020	11100	770.65
B28151561	2020	11200	3305.56
B28151561	2020	11300	184871.34
B28151561	2020	11500	64000
B28151561	2020	12000	300176.88
B28151561	2020	12300	97235.58
B28151561	2020	12380	97235.58
B28151561	2020	12382	97235.58
B28151561	2020	12700	202941.3
B28151561	2020	20000	357987.47
B28151561	2020	21000	357987.47
B28151561	2020	21100	5409.11
B28151561	2020	21110	5409.11
B28151561	2020	21300	142017.77
B28151561	2020	21700	210560.59
B28151561	2020	30000	553124.43
B28151561	2020	31000	64000
B28151561	2020	31200	64000
B28151561	2020	31290	64000
B28151561	2020	32000	131136.96
B28151561	2020	32300	100266.08
B28151561	2020	32320	97235.58
B28151561	2020	32390	3030.5
B28151561	2020	32500	30870.88
B28151561	2020	32590	30870.88
B28151561	2020	40500	289314.66
B28151561	2020	40700	-5097.07
B28151561	2020	40800	-2653.49
B28151561	2020	41500	-816.65
B28151561	2020	41900	-70186.86
B28151561	2020	49100	281564.1
B28151561	2020	49200	-816.65
B28151561	2020	49300	280747.45
B28151561	2020	49500	210560.59
B28151561	2020	91000	210560.59
B28151561	2020	91004	210560.59
B28151561	2020	91008	210560.59
B28151561	2020	91012	210560.59
B28152585	2024	10000	10660325.96
B28152585	2024	11000	8275385.53
B28152585	2024	11300	2299035.63
B28152585	2024	11400	5953006
B28152585	2024	11500	23343.9
B28152585	2024	12000	2384940.43
B28152585	2024	12200	1739990.39
B28152585	2024	12300	372856.66
B28152585	2024	12380	1498
B28152585	2024	12382	1498
B28152585	2024	12390	371358.66
B28152585	2024	12400	55509.59
B28152585	2024	12500	3482.35
B28152585	2024	12700	213101.44
B28152585	2024	20000	9087644.43
B28152585	2024	21000	9087644.43
B28152585	2024	21100	3264632
B28152585	2024	21110	3264632
B28152585	2024	21300	5694959.19
B28152585	2024	21700	128053.24
B28152585	2024	30000	10660325.96
B28152585	2024	31000	880272.31
B28152585	2024	31200	808272.31
B28152585	2024	31220	736762.31
B28152585	2024	31290	71510
B28152585	2024	31300	72000
B28152585	2024	32000	692409.22
B28152585	2024	32300	8126.84
B28152585	2024	32320	8126.84
B28152585	2024	32400	644999
B28152585	2024	32500	39283.38
B28152585	2024	32590	39283.38
B28152585	2024	40100	268392.55
B28152585	2024	40600	-54078.77
B28152585	2024	40700	-78238.34
B28152585	2024	40800	-23187.69
B28152585	2024	41400	55808.78
B28152585	2024	41490	55808.78
B28152585	2024	41500	-40643.29
B28152585	2024	49100	112887.75
B28152585	2024	49200	15165.49
B28152585	2024	49300	128053.24
B28152585	2024	49500	128053.24
B28152585	2024	91000	128053.24
B28152585	2024	91004	128053.24
B28152585	2024	91008	128053.24
B28152585	2024	91012	128053.24
B28152585	2024	94705	32
B28153567	2024	10000	2198304.02
B28153567	2024	11000	1959916.74
B28153567	2024	11200	135887.72
B28153567	2024	11300	1824029.02
B28153567	2024	12000	238387.28
B28153567	2024	12300	1011.84
B28153567	2024	12380	1011.84
B28153567	2024	12382	1011.84
B28153567	2024	12700	237375.44
B28153567	2024	20000	2056850.16
B28153567	2024	21000	2056850.16
B28153567	2024	21100	3250
B28153567	2024	21110	3250
B28153567	2024	21300	2213400
B28153567	2024	21500	-168378.11
B28153567	2024	21700	8578.27
B28153567	2024	30000	2198304.02
B28153567	2024	31000	122017.1
B28153567	2024	31200	122017.1
B28153567	2024	31220	122017.1
B28153567	2024	32000	19436.76
B28153567	2024	32300	17700
B28153567	2024	32390	17700
B28153567	2024	32500	1736.76
B28153567	2024	32590	1736.76
B28153567	2024	40100	92201.72
B28153567	2024	40700	-74732.49
B28153567	2024	40800	-8890.96
B28153567	2024	49100	8578.27
B28153567	2024	49300	8578.27
B28153567	2024	49500	8578.27
B28153567	2024	91000	8578.27
B28153567	2024	91004	8578.27
B28153567	2024	91011	8578.27
B28153567	2024	91012	8578.27
B28153567	2024	94705	20
B28156818	2021	10000	6594589.81
B28156818	2021	11000	5228684.62
B28156818	2021	11100	9341.76
B28156818	2021	11200	187855.97
B28156818	2021	11300	5031470.92
B28156818	2021	11500	15.97
B28156818	2021	12000	1365905.19
B28156818	2021	12200	13447.97
B28156818	2021	12300	38029.96
B28156818	2021	12380	16890.35
B28156818	2021	12382	16890.35
B28156818	2021	12390	21139.61
B28156818	2021	12500	100000
B28156818	2021	12700	1214427.26
B28156818	2021	20000	5238442.09
B28156818	2021	21000	5238442.09
B28156818	2021	21100	4188970
B28156818	2021	21110	4188970
B28156818	2021	21200	2913650
B28156818	2021	21300	51236.23
B28156818	2021	21500	-1859750.4
B28156818	2021	21700	-55663.74
B28156818	2021	30000	6594589.81
B28156818	2021	31000	911411.12
B28156818	2021	31200	911411.12
B28156818	2021	31290	911411.12
B28156818	2021	32000	444736.6
B28156818	2021	32300	441059.14
B28156818	2021	32390	441059.14
B28156818	2021	32500	3677.46
B28156818	2021	32590	3677.46
B28156818	2021	40500	3535.44
B28156818	2021	40600	-61855.8
B28156818	2021	40700	-103731.32
B28156818	2021	40800	-66613.4
B28156818	2021	41100	173054.65
B28156818	2021	41800	-53.31
B28156818	2021	49100	-55610.43
B28156818	2021	49200	-53.31
B28156818	2021	49300	-55663.74
B28156818	2021	49500	-55663.74
B28156818	2021	94705	30
B28163954	2024	10000	2232459.39
B28163954	2024	11000	1767154.52
B28163954	2024	11200	2229066.63
B28163954	2024	11300	-887703.51
B28163954	2024	11600	425791.4
B28163954	2024	12000	465304.87
B28163954	2024	12200	214150
B28163954	2024	12300	66759.85
B28163954	2024	12380	20855.85
B28163954	2024	12382	20855.85
B28163954	2024	12390	45904
B28163954	2024	12500	100000
B28163954	2024	12700	84395.02
B28163954	2024	20000	1852473.47
B28163954	2024	21000	1852473.47
B28163954	2024	21100	2000000
B28163954	2024	21110	2000000
B28163954	2024	21300	931654.79
B28163954	2024	21500	-1113923.87
B28163954	2024	21700	34742.55
B28163954	2024	30000	2232459.39
B28163954	2024	32000	379985.92
B28163954	2024	32300	286670.17
B28163954	2024	32390	286670.17
B28163954	2024	32500	93315.75
B28163954	2024	32590	93315.75
B28163954	2024	40100	14823.3
B28163954	2024	40400	-559.18
B28163954	2024	40500	241600
B28163954	2024	40600	-46967.96
B28163954	2024	40700	-150192.3
B28163954	2024	40800	-23297.02
B28163954	2024	41300	12577.47
B28163954	2024	41400	1254.68
B28163954	2024	41490	1254.68
B28163954	2024	41500	-4118.8
B28163954	2024	41900	-10377.64
B28163954	2024	49100	47984.31
B28163954	2024	49200	-2864.12
B28163954	2024	49300	45120.19
B28163954	2024	49500	34742.55
B28163954	2024	91000	34742.55
B28163954	2024	91004	34742.55
B28163954	2024	91011	34742.55
B28163954	2024	91012	34742.55
B28163954	2024	94705	30
B28165652	2024	10000	1104733.68
B28165652	2024	11000	1026027.83
B28165652	2024	11200	110195.43
B28165652	2024	11300	795053.25
B28165652	2024	11400	99200
B28165652	2024	11500	21579.15
B28165652	2024	12000	78705.85
B28165652	2024	12300	3151.98
B28165652	2024	12380	3151.97
B28165652	2024	12382	3151.97
B28165652	2024	12390	0.01
B28165652	2024	12500	13100.9
B28165652	2024	12700	62452.97
B28165652	2024	20000	898552.28
B28165652	2024	21000	898552.28
B28165652	2024	21100	3147.72
B28165652	2024	21110	3147.72
B28165652	2024	21300	834048.83
B28165652	2024	21700	85355.73
B28165652	2024	21800	-24000
B28165652	2024	30000	1104733.68
B28165652	2024	31000	171778.46
B28165652	2024	31100	87005.51
B28165652	2024	31200	84772.95
B28165652	2024	31220	55527.95
B28165652	2024	31290	29245
B28165652	2024	32000	34402.94
B28165652	2024	32300	0.01
B28165652	2024	32390	0.01
B28165652	2024	32500	34402.93
B28165652	2024	32590	34402.93
B28165652	2024	40100	335572.56
B28165652	2024	40400	-38850
B28165652	2024	40500	10.44
B28165652	2024	40600	-77900
B28165652	2024	40700	-93633.3
B28165652	2024	40800	-31709.89
B28165652	2024	41300	20502.09
B28165652	2024	41400	741.76
B28165652	2024	41490	741.76
B28165652	2024	41500	-6519.09
B28165652	2024	41900	-22858.84
B28165652	2024	49100	113991.9
B28165652	2024	49200	-5777.33
B28165652	2024	49300	108214.57
B28165652	2024	49500	85355.73
B28165652	2024	91000	85355.73
B28165652	2024	91002	32828.33
B28165652	2024	91004	118184.06
B28165652	2024	91007	8828.33
B28165652	2024	91008	85355.73
B28165652	2024	91009	24000
B28165652	2024	91012	118184.06
B28165652	2024	94705	30
B28167450	2024	10000	46281.78
B28167450	2024	12000	46281.78
B28167450	2024	12700	46281.78
B28167450	2024	12710	46281.78
B28167450	2024	20000	44045.07
B28167450	2024	21000	44045.07
B28167450	2024	21100	12609.23
B28167450	2024	21110	12609.23
B28167450	2024	21300	19386.54
B28167450	2024	21310	2525.99
B28167450	2024	21320	16860.55
B28167450	2024	21700	12049.3
B28167450	2024	30000	46281.78
B28167450	2024	31000	1820.45
B28167450	2024	31300	1820.45
B28167450	2024	32000	416.26
B28167450	2024	32500	416.26
B28167450	2024	32520	416.26
B28167450	2024	40100	196374.96
B28167450	2024	40120	196374.96
B28167450	2024	40700	-182777.07
B28167450	2024	40710	-181624.79
B28167450	2024	40720	-1152.28
B28167450	2024	41900	-1548.59
B28167450	2024	49100	13597.89
B28167450	2024	49300	13597.89
B28167450	2024	49400	12049.3
B28167450	2024	49500	12049.3
B28167450	2024	61100	13597.89
B28167450	2024	61300	181.52
B28167450	2024	61304	181.52
B28167450	2024	61400	-1272.5
B28167450	2024	61404	-1272.5
B28167450	2024	61500	12506.91
B28167450	2024	63300	-75000
B28167450	2024	63301	-75000
B28167450	2024	63400	-75000
B28167450	2024	65000	-62493.09
B28167450	2024	65100	108774.87
B28167450	2024	65200	46281.78
B28167450	2024	94705	18.29
B28184687	2024	10000	97382520
